side,input,coef_std,coef_raw,window,n
O,gs_pct,-1.691818880602593,-4.355636906489385,2026-2026,11179
O,gs_pct2,1.720530622341861,3.9900084186669287,2026-2026,11179
O,age,9.771046292378488,2.329540932784865,2026-2026,11179
O,age2,-17.37615695175733,-0.07333078578438353,2026-2026,11179
O,age3,7.747592244207355,0.0007513605245016748,2026-2026,11179
D,poss_pct,-0.5992007962367243,-3.297408682867565,2026-2026,11189
D,poss_pct2,1.2945444805295507,7.585057558459069,2026-2026,11189
D,gs_pct,-0.3990418025512583,-1.0269445254591332,2026-2026,11189
D,gs_pct2,-0.4787033622572934,-1.1099641052253317,2026-2026,11189
D,age,-8.698730427025295,-2.0736170240660488,2026-2026,11189
D,age2,15.973130083394219,0.06739924787596456,2026-2026,11189
D,age3,-7.516384210938666,-0.0007288073111435363,2026-2026,11189
