system,base,k,held_out,map_o,map_d,scale_o,scale_d,o0,d0,o1,d1,o2,o3,o4,d2,d3,d4
def3_p0_linear+bins,def3_p0,2,2003,linear+bins,linear+bins,1.92031,1.07079,0.73333,0.97217,-3.9618,2.69976,-0.20824,-0.51535,-0.32896,2.27012,1.18317,0.36087
def3_p0_linear+bins,def3_p0,2,2004,linear+bins,linear+bins,1.92031,1.07079,0.72026,0.96141,-4.20684,2.37838,-0.23619,-0.63444,-0.36911,2.41985,1.19074,0.29167
def3_p0_linear+bins,def3_p0,2,2005,linear+bins,linear+bins,1.92031,1.07079,0.72525,0.96686,-3.9839,2.39956,-0.23893,-0.59673,-0.35087,2.22338,1.22222,0.30017
def3_p0_linear+bins,def3_p0,2,2006,linear+bins,linear+bins,1.92031,1.07079,0.72547,0.96093,-3.99141,2.37823,-0.26982,-0.61991,-0.36424,2.31483,1.23457,0.31964
def3_p0_linear+bins,def3_p0,2,2007,linear+bins,linear+bins,1.92031,1.07079,0.73369,0.96546,-4.24221,2.2932,-0.19664,-0.58591,-0.33191,2.32838,1.1924,0.30828
def3_p0_linear+bins,def3_p0,2,2008,linear+bins,linear+bins,1.92031,1.07079,0.71965,0.96351,-4.15622,2.36135,-0.23955,-0.60812,-0.35708,2.36264,1.18924,0.29705
def3_p0_linear+bins,def3_p0,2,2009,linear+bins,linear+bins,1.92031,1.07079,0.73016,0.96303,-3.95635,2.25719,-0.19204,-0.6091,-0.37632,2.49718,1.21911,0.31046
def3_p0_linear+bins,def3_p0,2,2010,linear+bins,linear+bins,1.92031,1.07079,0.72643,0.97118,-4.22086,2.25687,-0.32322,-0.63721,-0.33879,2.37774,1.21143,0.28951
def3_p0_linear+bins,def3_p0,2,2011,linear+bins,linear+bins,1.92031,1.07079,0.7304,0.96774,-4.09777,2.2761,-0.18693,-0.59722,-0.36441,2.29349,1.22672,0.27554
def3_p0_linear+bins,def3_p0,2,2012,linear+bins,linear+bins,1.92031,1.07079,0.7301,0.96628,-4.07686,2.35236,-0.25618,-0.54346,-0.34955,2.37591,1.17821,0.33372
def3_p0_linear+bins,def3_p0,2,2013,linear+bins,linear+bins,1.92031,1.07079,0.72425,0.96837,-4.11347,2.28626,-0.26116,-0.61561,-0.37715,2.36822,1.31937,0.27604
def3_p0_linear+bins,def3_p0,2,2014,linear+bins,linear+bins,1.92031,1.07079,0.73231,0.97835,-4.02764,2.31806,-0.185,-0.57895,-0.36364,2.21033,1.20434,0.28971
def3_p0_linear+bins,def3_p0,2,2015,linear+bins,linear+bins,1.92031,1.07079,0.72675,0.97611,-4.06173,2.44091,-0.17086,-0.59887,-0.32153,2.31819,1.17654,0.31281
def3_p0_linear+bins,def3_p0,2,2016,linear+bins,linear+bins,1.92031,1.07079,0.73117,0.97245,-4.08893,2.20006,-0.13976,-0.69091,-0.33701,2.32375,1.18876,0.29251
def3_p0_linear+bins,def3_p0,2,2017,linear+bins,linear+bins,1.92031,1.07079,0.72911,0.96808,-4.01372,2.28772,-0.2445,-0.60697,-0.33384,2.37852,1.24578,0.33613
def3_p0_linear+bins,def3_p0,2,2018,linear+bins,linear+bins,1.92031,1.07079,0.73141,0.96717,-4.07775,2.48796,-0.42568,-0.63166,-0.34184,2.49291,1.27483,0.29276
def3_p0_linear+bins,def3_p0,2,2019,linear+bins,linear+bins,1.92031,1.07079,0.73184,0.96414,-4.13515,2.22058,-0.15647,-0.68455,-0.34904,2.3625,1.2305,0.32325
def3_p0_linear+bins,def3_p0,2,2020,linear+bins,linear+bins,1.92031,1.07079,0.72715,0.96164,-4.03001,2.33231,-0.32525,-0.69994,-0.39134,2.29546,1.28744,0.29335
def3_p0_linear+bins,def3_p0,2,2021,linear+bins,linear+bins,1.92031,1.07079,0.72156,0.97212,-4.0099,2.25615,-0.23895,-0.64445,-0.35475,2.30196,1.24286,0.30466
def3_p0_linear+bins,def3_p0,2,2022,linear+bins,linear+bins,1.92031,1.07079,0.73478,0.96748,-4.2934,2.08212,-0.25267,-0.67798,-0.28895,2.15913,1.19668,0.29821
def3_p0_linear+bins,def3_p0,2,2023,linear+bins,linear+bins,1.92031,1.07079,0.73352,0.97005,-4.14327,2.34133,-0.22773,-0.60871,-0.35167,2.39509,1.21995,0.31402
def3_p0_linear+bins,def3_p0,2,2024,linear+bins,linear+bins,1.92031,1.07079,0.73128,0.96433,-3.95965,2.18886,-0.15868,-0.53572,-0.33842,2.35646,1.24773,0.31947
def3_p0_linear+bins,def3_p0,2,2025,linear+bins,linear+bins,1.92031,1.07079,0.72493,0.97472,-3.9307,2.19763,-0.22543,-0.62614,-0.33204,2.4298,1.17546,0.31047
def3_p0_linear+bins,def3_p0,2,-1,linear+bins,linear+bins,1.92031,1.07079,0.72837,0.96831,-4.07295,2.30916,-0.23276,-0.61354,-0.35079,2.34796,1.21786,0.30851
def3_p0_linear+log,def3_p0,2,1998,linear+log,linear+log,1.92031,1.07079,0.67878,0.94919,0.65362,-0.68114,,,,,,
def3_p0_linear+log,def3_p0,2,1999,linear+log,linear+log,1.92031,1.07079,0.68194,0.9469,0.6481,-0.67775,,,,,,
def3_p0_linear+log,def3_p0,2,2000,linear+log,linear+log,1.92031,1.07079,0.68257,0.94797,0.64152,-0.68436,,,,,,
def3_p0_linear+log,def3_p0,2,2001,linear+log,linear+log,1.92031,1.07079,0.68168,0.94878,0.6383,-0.67126,,,,,,
def3_p0_linear+log,def3_p0,2,2002,linear+log,linear+log,1.92031,1.07079,0.6821,0.95197,0.64025,-0.69731,,,,,,
def3_p0_linear+log,def3_p0,2,2003,linear+log,linear+log,1.92031,1.07079,0.68658,0.95204,0.60851,-0.70094,,,,,,
def3_p0_linear+log,def3_p0,2,2004,linear+log,linear+log,1.92031,1.07079,0.67115,0.93737,0.67897,-0.68871,,,,,,
def3_p0_linear+log,def3_p0,2,2005,linear+log,linear+log,1.92031,1.07079,0.68087,0.94554,0.6319,-0.67695,,,,,,
def3_p0_linear+log,def3_p0,2,2006,linear+log,linear+log,1.92031,1.07079,0.67934,0.93894,0.65189,-0.69721,,,,,,
def3_p0_linear+log,def3_p0,2,2007,linear+log,linear+log,1.92031,1.07079,0.68526,0.94455,0.64509,-0.67082,,,,,,
def3_p0_linear+log,def3_p0,2,2008,linear+log,linear+log,1.92031,1.07079,0.67322,0.94156,0.64758,-0.67875,,,,,,
def3_p0_linear+log,def3_p0,2,2009,linear+log,linear+log,1.92031,1.07079,0.6814,0.94238,0.65554,-0.68561,,,,,,
def3_p0_linear+log,def3_p0,2,2010,linear+log,linear+log,1.92031,1.07079,0.67776,0.94953,0.67034,-0.67297,,,,,,
def3_p0_linear+log,def3_p0,2,2011,linear+log,linear+log,1.92031,1.07079,0.68291,0.94737,0.64874,-0.66505,,,,,,
def3_p0_linear+log,def3_p0,2,2012,linear+log,linear+log,1.92031,1.07079,0.68146,0.94756,0.64362,-0.67933,,,,,,
def3_p0_linear+log,def3_p0,2,2013,linear+log,linear+log,1.92031,1.07079,0.67406,0.9466,0.67253,-0.68019,,,,,,
def3_p0_linear+log,def3_p0,2,2014,linear+log,linear+log,1.92031,1.07079,0.68394,0.95843,0.64975,-0.65562,,,,,,
def3_p0_linear+log,def3_p0,2,2015,linear+log,linear+log,1.92031,1.07079,0.6785,0.95702,0.63625,-0.66756,,,,,,
def3_p0_linear+log,def3_p0,2,2016,linear+log,linear+log,1.92031,1.07079,0.68304,0.95356,0.65482,-0.65661,,,,,,
def3_p0_linear+log,def3_p0,2,2017,linear+log,linear+log,1.92031,1.07079,0.67983,0.94711,0.65058,-0.6969,,,,,,
def3_p0_linear+log,def3_p0,2,2018,linear+log,linear+log,1.92031,1.07079,0.68304,0.94503,0.6667,-0.70706,,,,,,
def3_p0_linear+log,def3_p0,2,2019,linear+log,linear+log,1.92031,1.07079,0.6825,0.94594,0.66253,-0.67291,,,,,,
def3_p0_linear+log,def3_p0,2,2020,linear+log,linear+log,1.92031,1.07079,0.68042,0.94102,0.68088,-0.67791,,,,,,
def3_p0_linear+log,def3_p0,2,2021,linear+log,linear+log,1.92031,1.07079,0.67365,0.95144,0.65684,-0.67016,,,,,,
def3_p0_linear+log,def3_p0,2,2022,linear+log,linear+log,1.92031,1.07079,0.68806,0.95011,0.64646,-0.62838,,,,,,
def3_p0_linear+log,def3_p0,2,2023,linear+log,linear+log,1.92031,1.07079,0.68512,0.95083,0.65973,-0.68084,,,,,,
def3_p0_linear+log,def3_p0,2,2024,linear+log,linear+log,1.92031,1.07079,0.68212,0.94435,0.62924,-0.67979,,,,,,
def3_p0_linear+log,def3_p0,2,2025,linear+log,linear+log,1.92031,1.07079,0.67552,0.95467,0.65431,-0.67513,,,,,,
def3_p0_linear+log,def3_p0,2,-1,linear+log,linear+log,1.92031,1.07079,0.68059,0.94777,0.65091,-0.67776,,,,,,
def3_p0_linear+log2,def3_p0,2,1998,linear+log2,linear+log2,1.92031,1.07079,0.68685,0.97411,1.25471,-2.93457,-0.19885,,,0.74618,,
def3_p0_linear+log2,def3_p0,2,1999,linear+log2,linear+log2,1.92031,1.07079,0.68794,0.97069,1.16529,-2.91088,-0.16986,,,0.73959,,
def3_p0_linear+log2,def3_p0,2,2000,linear+log2,linear+log2,1.92031,1.07079,0.68971,0.97211,1.19914,-2.89538,-0.1837,,,0.73117,,
def3_p0_linear+log2,def3_p0,2,2001,linear+log2,linear+log2,1.92031,1.07079,0.6867,0.97408,1.09327,-2.95097,-0.14843,,,0.75529,,
def3_p0_linear+log2,def3_p0,2,2002,linear+log2,linear+log2,1.92031,1.07079,0.68806,0.97352,1.14609,-2.81817,-0.1669,,,0.70378,,
def3_p0_linear+log2,def3_p0,2,2003,linear+log2,linear+log2,1.92031,1.07079,0.69132,0.97746,1.03811,-2.97946,-0.13951,,,0.75385,,
def3_p0_linear+log2,def3_p0,2,2004,linear+log2,linear+log2,1.92031,1.07079,0.67656,0.96431,1.1827,-2.93823,-0.16528,,,0.74689,,
def3_p0_linear+log2,def3_p0,2,2005,linear+log2,linear+log2,1.92031,1.07079,0.6878,0.9716,1.18806,-2.89359,-0.18387,,,0.73665,,
def3_p0_linear+log2,def3_p0,2,2006,linear+log2,linear+log2,1.92031,1.07079,0.68633,0.96319,1.20323,-2.8492,-0.18282,,,0.71516,,
def3_p0_linear+log2,def3_p0,2,2007,linear+log2,linear+log2,1.92031,1.07079,0.69047,0.97005,1.11333,-2.87643,-0.15316,,,0.73096,,
def3_p0_linear+log2,def3_p0,2,2008,linear+log2,linear+log2,1.92031,1.07079,0.67978,0.96582,1.20761,-2.90033,-0.18431,,,0.73595,,
def3_p0_linear+log2,def3_p0,2,2009,linear+log2,linear+log2,1.92031,1.07079,0.68563,0.9681,1.04433,-2.9992,-0.12649,,,0.76783,,
def3_p0_linear+log2,def3_p0,2,2010,linear+log2,linear+log2,1.92031,1.07079,0.68475,0.97548,1.2432,-2.95494,-0.18923,,,0.75757,,
def3_p0_linear+log2,def3_p0,2,2011,linear+log2,linear+log2,1.92031,1.07079,0.68912,0.97063,1.14961,-2.89261,-0.16479,,,0.73841,,
def3_p0_linear+log2,def3_p0,2,2012,linear+log2,linear+log2,1.92031,1.07079,0.6874,0.97141,1.13425,-2.9543,-0.16129,,,0.75383,,
def3_p0_linear+log2,def3_p0,2,2013,linear+log2,linear+log2,1.92031,1.07079,0.68033,0.97262,1.19879,-2.98598,-0.17301,,,0.76396,,
def3_p0_linear+log2,def3_p0,2,2014,linear+log2,linear+log2,1.92031,1.07079,0.68903,0.98302,1.08548,-2.86383,-0.14263,,,0.73258,,
def3_p0_linear+log2,def3_p0,2,2015,linear+log2,linear+log2,1.92031,1.07079,0.68382,0.98238,1.13798,-2.98232,-0.16423,,,0.76732,,
def3_p0_linear+log2,def3_p0,2,2016,linear+log2,linear+log2,1.92031,1.07079,0.68958,0.97675,1.18659,-2.85348,-0.17582,,,0.72962,,
def3_p0_linear+log2,def3_p0,2,2017,linear+log2,linear+log2,1.92031,1.07079,0.68507,0.97047,1.1205,-2.87358,-0.15388,,,0.72102,,
def3_p0_linear+log2,def3_p0,2,2018,linear+log2,linear+log2,1.92031,1.07079,0.69043,0.9688,1.29054,-3.07527,-0.20485,,,0.78181,,
def3_p0_linear+log2,def3_p0,2,2019,linear+log2,linear+log2,1.92031,1.07079,0.68913,0.96964,1.17995,-2.90985,-0.17101,,,0.74151,,
def3_p0_linear+log2,def3_p0,2,2020,linear+log2,linear+log2,1.92031,1.07079,0.68661,0.96473,1.21587,-2.92312,-0.17549,,,0.74227,,
def3_p0_linear+log2,def3_p0,2,2021,linear+log2,linear+log2,1.92031,1.07079,0.67889,0.97564,1.09777,-2.87426,-0.14439,,,0.72918,,
def3_p0_linear+log2,def3_p0,2,2022,linear+log2,linear+log2,1.92031,1.07079,0.69735,0.97092,1.36592,-2.70223,-0.23824,,,0.68255,,
def3_p0_linear+log2,def3_p0,2,2023,linear+log2,linear+log2,1.92031,1.07079,0.6912,0.9747,1.16826,-2.96443,-0.16713,,,0.7564,,
def3_p0_linear+log2,def3_p0,2,2024,linear+log2,linear+log2,1.92031,1.07079,0.68671,0.96807,1.02418,-2.85768,-0.12936,,,0.72319,,
def3_p0_linear+log2,def3_p0,2,2025,linear+log2,linear+log2,1.92031,1.07079,0.68071,0.97496,1.11069,-2.82262,-0.1494,,,0.70803,,
def3_p0_linear+log2,def3_p0,2,-1,linear+log2,linear+log2,1.92031,1.07079,0.68667,0.97196,1.16188,-2.90855,-0.16799,,,0.73905,,
def3_p0_linear+sat,def3_p0,2,1998,linear+sat,linear+sat,1.92031,1.07079,0.69689,0.95194,2.36661,-2.84694,,,,,,
def3_p0_linear+sat,def3_p0,2,1999,linear+sat,linear+sat,1.92031,1.07079,0.70053,0.94944,2.32609,-2.83209,,,,,,
def3_p0_linear+sat,def3_p0,2,2000,linear+sat,linear+sat,1.92031,1.07079,0.70071,0.95124,2.32141,-2.85466,,,,,,
def3_p0_linear+sat,def3_p0,2,2001,linear+sat,linear+sat,1.92031,1.07079,0.70025,0.95113,2.28569,-2.82146,,,,,,
def3_p0_linear+sat,def3_p0,2,2002,linear+sat,linear+sat,1.92031,1.07079,0.70036,0.95525,2.28456,-2.86866,,,,,,
def3_p0_linear+sat,def3_p0,2,2003,linear+sat,linear+sat,1.92031,1.07079,0.70472,0.95538,2.18294,-2.93436,,,,,,
def3_p0_linear+sat,def3_p0,2,2004,linear+sat,linear+sat,1.92031,1.07079,0.69055,0.94124,2.4225,-2.86699,,,,,,
def3_p0_linear+sat,def3_p0,2,2005,linear+sat,linear+sat,1.92031,1.07079,0.69854,0.94874,2.27181,-2.81668,,,,,,
def3_p0_linear+sat,def3_p0,2,2006,linear+sat,linear+sat,1.92031,1.07079,0.69781,0.94346,2.3321,-2.86486,,,,,,
def3_p0_linear+sat,def3_p0,2,2007,linear+sat,linear+sat,1.92031,1.07079,0.70346,0.94795,2.31843,-2.80724,,,,,,
def3_p0_linear+sat,def3_p0,2,2008,linear+sat,linear+sat,1.92031,1.07079,0.69106,0.94447,2.33832,-2.83692,,,,,,
def3_p0_linear+sat,def3_p0,2,2009,linear+sat,linear+sat,1.92031,1.07079,0.70236,0.94484,2.30302,-2.86582,,,,,,
def3_p0_linear+sat,def3_p0,2,2010,linear+sat,linear+sat,1.92031,1.07079,0.69601,0.95244,2.41789,-2.81536,,,,,,
def3_p0_linear+sat,def3_p0,2,2011,linear+sat,linear+sat,1.92031,1.07079,0.70195,0.9494,2.31712,-2.78373,,,,,,
def3_p0_linear+sat,def3_p0,2,2012,linear+sat,linear+sat,1.92031,1.07079,0.70017,0.94969,2.3036,-2.84554,,,,,,
def3_p0_linear+sat,def3_p0,2,2013,linear+sat,linear+sat,1.92031,1.07079,0.694,0.94921,2.40099,-2.85386,,,,,,
def3_p0_linear+sat,def3_p0,2,2014,linear+sat,linear+sat,1.92031,1.07079,0.70415,0.96071,2.29796,-2.7474,,,,,,
def3_p0_linear+sat,def3_p0,2,2015,linear+sat,linear+sat,1.92031,1.07079,0.69587,0.95869,2.29561,-2.81798,,,,,,
def3_p0_linear+sat,def3_p0,2,2016,linear+sat,linear+sat,1.92031,1.07079,0.70186,0.9554,2.33806,-2.74489,,,,,,
def3_p0_linear+sat,def3_p0,2,2017,linear+sat,linear+sat,1.92031,1.07079,0.69913,0.95066,2.31965,-2.88413,,,,,,
def3_p0_linear+sat,def3_p0,2,2018,linear+sat,linear+sat,1.92031,1.07079,0.70037,0.94656,2.44508,-2.99053,,,,,,
def3_p0_linear+sat,def3_p0,2,2019,linear+sat,linear+sat,1.92031,1.07079,0.70224,0.94845,2.35949,-2.80955,,,,,,
def3_p0_linear+sat,def3_p0,2,2020,linear+sat,linear+sat,1.92031,1.07079,0.70035,0.94333,2.43208,-2.84339,,,,,,
def3_p0_linear+sat,def3_p0,2,2021,linear+sat,linear+sat,1.92031,1.07079,0.69398,0.95446,2.32898,-2.79974,,,,,,
def3_p0_linear+sat,def3_p0,2,2022,linear+sat,linear+sat,1.92031,1.07079,0.70333,0.95234,2.40388,-2.6471,,,,,,
def3_p0_linear+sat,def3_p0,2,2023,linear+sat,linear+sat,1.92031,1.07079,0.70397,0.95284,2.36531,-2.85535,,,,,,
def3_p0_linear+sat,def3_p0,2,2024,linear+sat,linear+sat,1.92031,1.07079,0.70152,0.94811,2.21836,-2.81235,,,,,,
def3_p0_linear+sat,def3_p0,2,2025,linear+sat,linear+sat,1.92031,1.07079,0.69506,0.95662,2.33021,-2.82193,,,,,,
def3_p0_linear+sat,def3_p0,2,-1,linear+sat,linear+sat,1.92031,1.07079,0.69932,0.9505,2.33303,-2.83177,,,,,,
def3_p0_linear+sat500,def3_p0,2,1998,linear+sat500,linear+sat500,1.92031,1.07079,0.70917,0.9639,2.63147,-3.23386,,,,,,
def3_p0_linear+sat500,def3_p0,2,1999,linear+sat500,linear+sat500,1.92031,1.07079,0.71302,0.96138,2.57924,-3.22583,,,,,,
def3_p0_linear+sat500,def3_p0,2,2000,linear+sat500,linear+sat500,1.92031,1.07079,0.71298,0.96338,2.58926,-3.25635,,,,,,
def3_p0_linear+sat500,def3_p0,2,2001,linear+sat500,linear+sat500,1.92031,1.07079,0.71221,0.96316,2.54506,-3.21955,,,,,,
def3_p0_linear+sat500,def3_p0,2,2002,linear+sat500,linear+sat500,1.92031,1.07079,0.71258,0.96734,2.53035,-3.25779,,,,,,
def3_p0_linear+sat500,def3_p0,2,2003,linear+sat500,linear+sat500,1.92031,1.07079,0.71617,0.9677,2.436,-3.37102,,,,,,
def3_p0_linear+sat500,def3_p0,2,2004,linear+sat500,linear+sat500,1.92031,1.07079,0.70351,0.95352,2.68633,-3.27309,,,,,,
def3_p0_linear+sat500,def3_p0,2,2005,linear+sat500,linear+sat500,1.92031,1.07079,0.71053,0.96123,2.51864,-3.20364,,,,,,
def3_p0_linear+sat500,def3_p0,2,2006,linear+sat500,linear+sat500,1.92031,1.07079,0.71021,0.95591,2.58371,-3.25186,,,,,,
def3_p0_linear+sat500,def3_p0,2,2007,linear+sat500,linear+sat500,1.92031,1.07079,0.71533,0.95992,2.58979,-3.21244,,,,,,
def3_p0_linear+sat500,def3_p0,2,2008,linear+sat500,linear+sat500,1.92031,1.07079,0.70341,0.9567,2.59999,-3.2393,,,,,,
def3_p0_linear+sat500,def3_p0,2,2009,linear+sat500,linear+sat500,1.92031,1.07079,0.71526,0.95693,2.53637,-3.26584,,,,,,
def3_p0_linear+sat500,def3_p0,2,2010,linear+sat500,linear+sat500,1.92031,1.07079,0.70844,0.96459,2.69494,-3.21104,,,,,,
def3_p0_linear+sat500,def3_p0,2,2011,linear+sat500,linear+sat500,1.92031,1.07079,0.7143,0.96087,2.57083,-3.17024,,,,,,
def3_p0_linear+sat500,def3_p0,2,2012,linear+sat500,linear+sat500,1.92031,1.07079,0.71224,0.96124,2.56057,-3.24848,,,,,,
def3_p0_linear+sat500,def3_p0,2,2013,linear+sat500,linear+sat500,1.92031,1.07079,0.7073,0.9613,2.65112,-3.24888,,,,,,
def3_p0_linear+sat500,def3_p0,2,2014,linear+sat500,linear+sat500,1.92031,1.07079,0.71692,0.97236,2.53978,-3.13412,,,,,,
def3_p0_linear+sat500,def3_p0,2,2015,linear+sat500,linear+sat500,1.92031,1.07079,0.70775,0.97036,2.55579,-3.22335,,,,,,
def3_p0_linear+sat500,def3_p0,2,2016,linear+sat500,linear+sat500,1.92031,1.07079,0.71442,0.96666,2.58869,-3.12702,,,,,,
def3_p0_linear+sat500,def3_p0,2,2017,linear+sat500,linear+sat500,1.92031,1.07079,0.71171,0.96326,2.56971,-3.27133,,,,,,
def3_p0_linear+sat500,def3_p0,2,2018,linear+sat500,linear+sat500,1.92031,1.07079,0.71291,0.95865,2.73499,-3.43047,,,,,,
def3_p0_linear+sat500,def3_p0,2,2019,linear+sat500,linear+sat500,1.92031,1.07079,0.71494,0.9602,2.61316,-3.19257,,,,,,
def3_p0_linear+sat500,def3_p0,2,2020,linear+sat500,linear+sat500,1.92031,1.07079,0.71392,0.95501,2.67689,-3.23558,,,,,,
def3_p0_linear+sat500,def3_p0,2,2021,linear+sat500,linear+sat500,1.92031,1.07079,0.70693,0.96655,2.57113,-3.18261,,,,,,
def3_p0_linear+sat500,def3_p0,2,2022,linear+sat500,linear+sat500,1.92031,1.07079,0.7151,0.96335,2.7048,-3.01676,,,,,,
def3_p0_linear+sat500,def3_p0,2,2023,linear+sat500,linear+sat500,1.92031,1.07079,0.71619,0.96423,2.63081,-3.25895,,,,,,
def3_p0_linear+sat500,def3_p0,2,2024,linear+sat500,linear+sat500,1.92031,1.07079,0.71343,0.96025,2.45275,-3.18984,,,,,,
def3_p0_linear+sat500,def3_p0,2,2025,linear+sat500,linear+sat500,1.92031,1.07079,0.70791,0.96843,2.56576,-3.20195,,,,,,
def3_p0_linear+sat500,def3_p0,2,-1,linear+sat500,linear+sat500,1.92031,1.07079,0.71174,0.96244,2.5893,-3.22684,,,,,,
def3_p0_linear+sat2000,def3_p0,2,1998,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68722,0.94602,2.19338,-2.52096,,,,,,
def3_p0_linear+sat2000,def3_p0,2,1999,linear+sat2000,linear+sat2000,1.92031,1.07079,0.6906,0.94356,2.16314,-2.50453,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2000,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69099,0.94505,2.14942,-2.5248,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2001,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69058,0.94525,2.12317,-2.48978,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2002,linear+sat2000,linear+sat2000,1.92031,1.07079,0.6905,0.94915,2.13101,-2.54897,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2003,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69539,0.94906,2.02477,-2.58645,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2004,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68017,0.93493,2.25727,-2.53433,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2005,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68893,0.94242,2.11439,-2.49639,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2006,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68794,0.93678,2.17179,-2.54783,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2007,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69404,0.94183,2.14671,-2.4758,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2008,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68134,0.93835,2.16923,-2.50578,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2009,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69158,0.93898,2.16045,-2.53297,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2010,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68633,0.94637,2.23958,-2.48767,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2011,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69192,0.94383,2.15852,-2.46119,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2012,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69042,0.94405,2.14139,-2.51321,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2013,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68336,0.94323,2.24046,-2.5218,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2014,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69358,0.95499,2.14979,-2.42698,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2015,linear+sat2000,linear+sat2000,1.92031,1.07079,0.6866,0.95313,2.12685,-2.48149,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2016,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69179,0.95001,2.18015,-2.42699,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2017,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68899,0.94422,2.16141,-2.56096,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2018,linear+sat2000,linear+sat2000,1.92031,1.07079,0.6909,0.94101,2.25013,-2.62619,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2019,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69183,0.94261,2.20248,-2.48848,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2020,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68951,0.93764,2.27326,-2.51282,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2021,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68338,0.94831,2.17754,-2.47928,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2022,linear+sat2000,linear+sat2000,1.92031,1.07079,0.6947,0.947,2.20021,-2.33408,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2023,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69415,0.94733,2.19754,-2.5206,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2024,linear+sat2000,linear+sat2000,1.92031,1.07079,0.69163,0.9417,2.07572,-2.49885,,,,,,
def3_p0_linear+sat2000,def3_p0,2,2025,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68474,0.95106,2.17653,-2.49663,,,,,,
def3_p0_linear+sat2000,def3_p0,2,-1,linear+sat2000,linear+sat2000,1.92031,1.07079,0.68939,0.94456,2.16987,-2.5038,,,,,,
def3_p0_poly2+sat,def3_p0,2,1998,poly2+sat,poly2+sat,1.92031,1.07079,0.63914,0.95962,0.05357,0.01192,2.76485,,,-2.86132,,
def3_p0_poly2+sat,def3_p0,2,1999,poly2+sat,poly2+sat,1.92031,1.07079,0.63828,0.95681,0.05744,0.01177,2.74804,,,-2.8457,,
def3_p0_poly2+sat,def3_p0,2,2000,poly2+sat,poly2+sat,1.92031,1.07079,0.63787,0.95313,0.05762,0.0025,2.74869,,,-2.85847,,
def3_p0_poly2+sat,def3_p0,2,2001,poly2+sat,poly2+sat,1.92031,1.07079,0.64081,0.95968,0.05437,0.01421,2.69154,,,-2.83797,,
def3_p0_poly2+sat,def3_p0,2,2002,poly2+sat,poly2+sat,1.92031,1.07079,0.64105,0.96304,0.05487,0.013,2.68692,,,-2.88558,,
def3_p0_poly2+sat,def3_p0,2,2003,poly2+sat,poly2+sat,1.92031,1.07079,0.64268,0.96063,0.05717,0.00853,2.61102,,,-2.94559,,
def3_p0_poly2+sat,def3_p0,2,2004,poly2+sat,poly2+sat,1.92031,1.07079,0.62904,0.95135,0.05703,0.01692,2.84373,,,-2.88692,,
def3_p0_poly2+sat,def3_p0,2,2005,poly2+sat,poly2+sat,1.92031,1.07079,0.6398,0.95754,0.05416,0.01444,2.67223,,,-2.83305,,
