system,base,k,held_out,map_o,map_d,scale_o,scale_d,o0,o1,o2,o3,d0,d1,d2,d3,o4,d4,o5,d5
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2010,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.2405,2.66447,-0.56541,0.02924,0.95426,-2.71845,0.6191,-0.16531,-0.24239,0.1507,0.35592,-0.13062
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2011,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.20581,2.65032,-0.56179,0.02116,0.98564,-2.6518,0.60206,-0.15566,-0.23179,0.14463,0.38097,-0.15843
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2012,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.21931,2.57885,-0.54602,0.01966,0.99481,-2.67649,0.60481,-0.15362,-0.22388,0.1408,0.37186,-0.16473
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2013,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.2284,2.63322,-0.55304,0.01972,0.9741,-2.69244,0.61028,-0.1468,-0.24041,0.13095,0.35874,-0.14417
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2014,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.29328,2.49536,-0.52353,0.01109,1.01835,-2.55581,0.57514,-0.13679,-0.23245,0.12679,0.32527,-0.17285
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2015,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.2028,2.66384,-0.5666,-0.00474,0.91955,-2.72025,0.61719,-0.15898,-0.21458,0.1381,0.38131,-0.10296
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2016,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.27544,2.56973,-0.54321,0.02589,0.96763,-2.63708,0.59883,-0.15379,-0.22942,0.14665,0.3355,-0.14051
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2017,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.24133,2.58849,-0.54426,0.01935,1.00931,-2.66165,0.59415,-0.14008,-0.23876,0.12926,0.35414,-0.17544
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2018,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.25526,2.69752,-0.57566,0.01112,0.95847,-2.75542,0.61777,-0.15584,-0.22767,0.14223,0.35154,-0.13896
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2019,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.29062,2.55746,-0.53867,0.01141,0.95725,-2.67336,0.60535,-0.16145,-0.21815,0.14877,0.32931,-0.13493
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2020,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.25272,2.53708,-0.52492,0.01064,0.97767,-2.67066,0.60134,-0.14384,-0.22392,0.13248,0.34627,-0.15443
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2021,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.25517,2.58203,-0.54723,-0.00158,0.99067,-2.58858,0.58242,-0.14949,-0.21564,0.14215,0.34485,-0.15711
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2022,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.22558,2.81113,-0.60616,0.0121,0.94954,-2.45178,0.54835,-0.15927,-0.22435,0.14434,0.37067,-0.13306
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2023,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.2843,2.52075,-0.53007,0.03113,0.98997,-2.65188,0.5996,-0.1582,-0.23399,0.1544,0.32916,-0.15416
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2024,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.23867,2.41587,-0.50087,-0.00392,1.00468,-2.59906,0.58396,-0.16953,-0.22082,0.13644,0.35893,-0.17851
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,2025,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.26269,2.4716,-0.51613,0.00426,1.01025,-2.59899,0.58349,-0.155,-0.20778,0.14184,0.34073,-0.17468
mspi1_lam05_linear+log2&age2&xlog,mspi1_lam05,3,-1,linear+log2&age2&xlog,linear+log2&age2&xlog,1.589,1.81189,0.25413,2.57942,-0.54514,0.01579,0.97738,-2.64985,0.59765,-0.15328,-0.22857,0.14161,0.3485,-0.15069
