system,base,k,held_out,map_o,map_d,scale_o,scale_d,o0,o1,d0,d1,o2,d2,o3,d3,o4,d4
ship_mix_linear+sat,ship_mix,3,1998,linear+sat,linear+sat,1.76706,1.49717,0.74236,3.12152,0.88816,-3.12945,,,,,,
ship_mix_linear+sat,ship_mix,3,1999,linear+sat,linear+sat,1.76706,1.49717,0.75061,3.03594,0.8849,-3.16383,,,,,,
ship_mix_linear+sat,ship_mix,3,2000,linear+sat,linear+sat,1.76706,1.49717,0.75073,3.03342,0.88143,-3.15204,,,,,,
ship_mix_linear+sat,ship_mix,3,2001,linear+sat,linear+sat,1.76706,1.49717,0.74557,3.06484,0.88823,-3.13288,,,,,,
ship_mix_linear+sat,ship_mix,3,2002,linear+sat,linear+sat,1.76706,1.49717,0.74946,3.02935,0.88938,-3.16114,,,,,,
ship_mix_linear+sat,ship_mix,3,2003,linear+sat,linear+sat,1.76706,1.49717,0.75774,2.91373,0.88596,-3.29751,,,,,,
ship_mix_linear+sat,ship_mix,3,2004,linear+sat,linear+sat,1.76706,1.49717,0.74437,3.14193,0.8767,-3.19574,,,,,,
ship_mix_linear+sat,ship_mix,3,2005,linear+sat,linear+sat,1.76706,1.49717,0.74828,3.03752,0.88167,-3.12871,,,,,,
ship_mix_linear+sat,ship_mix,3,2006,linear+sat,linear+sat,1.76706,1.49717,0.74689,3.08783,0.87808,-3.18106,,,,,,
ship_mix_linear+sat,ship_mix,3,2007,linear+sat,linear+sat,1.76706,1.49717,0.74838,3.09342,0.88597,-3.13595,,,,,,
ship_mix_linear+sat,ship_mix,3,2008,linear+sat,linear+sat,1.76706,1.49717,0.74248,3.06418,0.87983,-3.14907,,,,,,
ship_mix_linear+sat,ship_mix,3,2009,linear+sat,linear+sat,1.76706,1.49717,0.75346,3.03272,0.88221,-3.16542,,,,,,
ship_mix_linear+sat,ship_mix,3,2010,linear+sat,linear+sat,1.76706,1.49717,0.74515,3.15614,0.889,-3.15058,,,,,,
ship_mix_linear+sat,ship_mix,3,2011,linear+sat,linear+sat,1.76706,1.49717,0.75124,3.07888,0.88422,-3.11425,,,,,,
ship_mix_linear+sat,ship_mix,3,2012,linear+sat,linear+sat,1.76706,1.49717,0.7504,3.0257,0.88335,-3.17668,,,,,,
ship_mix_linear+sat,ship_mix,3,2013,linear+sat,linear+sat,1.76706,1.49717,0.74294,3.13367,0.88868,-3.14264,,,,,,
ship_mix_linear+sat,ship_mix,3,2014,linear+sat,linear+sat,1.76706,1.49717,0.75496,3.01925,0.89637,-3.04961,,,,,,
ship_mix_linear+sat,ship_mix,3,2015,linear+sat,linear+sat,1.76706,1.49717,0.74433,3.02866,0.89075,-3.15554,,,,,,
ship_mix_linear+sat,ship_mix,3,2016,linear+sat,linear+sat,1.76706,1.49717,0.75785,3.02693,0.88769,-3.08547,,,,,,
ship_mix_linear+sat,ship_mix,3,2017,linear+sat,linear+sat,1.76706,1.49717,0.74363,3.11461,0.8841,-3.24152,,,,,,
ship_mix_linear+sat,ship_mix,3,2018,linear+sat,linear+sat,1.76706,1.49717,0.75181,3.16107,0.88068,-3.33593,,,,,,
ship_mix_linear+sat,ship_mix,3,2019,linear+sat,linear+sat,1.76706,1.49717,0.75642,3.07221,0.88541,-3.13489,,,,,,
ship_mix_linear+sat,ship_mix,3,2020,linear+sat,linear+sat,1.76706,1.49717,0.74999,3.11475,0.87804,-3.16566,,,,,,
ship_mix_linear+sat,ship_mix,3,2021,linear+sat,linear+sat,1.76706,1.49717,0.73946,3.03104,0.89128,-3.07802,,,,,,
ship_mix_linear+sat,ship_mix,3,2022,linear+sat,linear+sat,1.76706,1.49717,0.75203,3.13746,0.88321,-2.9716,,,,,,
ship_mix_linear+sat,ship_mix,3,2023,linear+sat,linear+sat,1.76706,1.49717,0.75288,3.06738,0.88995,-3.13107,,,,,,
ship_mix_linear+sat,ship_mix,3,2024,linear+sat,linear+sat,1.76706,1.49717,0.75173,2.8957,0.88057,-3.14911,,,,,,
ship_mix_linear+sat,ship_mix,3,2025,linear+sat,linear+sat,1.76706,1.49717,0.74716,3.00056,0.88891,-3.14867,,,,,,
ship_mix_linear+sat,ship_mix,3,-1,linear+sat,linear+sat,1.76706,1.49717,0.749,3.06144,0.88517,-3.15073,,,,,,
ship_mix_linear+log2,ship_mix,3,1998,linear+log2,linear+log2,1.76706,1.49717,0.71795,1.43372,0.9035,-2.69191,-0.20055,0.5845,,,,
ship_mix_linear+log2,ship_mix,3,1999,linear+log2,linear+log2,1.76706,1.49717,0.72415,1.34047,0.89876,-2.6748,-0.17775,0.57653,,,,
ship_mix_linear+log2,ship_mix,3,2000,linear+log2,linear+log2,1.76706,1.49717,0.72873,1.42348,0.89519,-2.6645,-0.2046,0.57405,,,,
ship_mix_linear+log2,ship_mix,3,2001,linear+log2,linear+log2,1.76706,1.49717,0.71802,1.32709,0.90324,-2.69575,-0.17189,0.58493,,,,
ship_mix_linear+log2,ship_mix,3,2002,linear+log2,linear+log2,1.76706,1.49717,0.72417,1.36628,0.90078,-2.58754,-0.18588,0.55045,,,,
ship_mix_linear+log2,ship_mix,3,2003,linear+log2,linear+log2,1.76706,1.49717,0.73249,1.28638,0.90145,-2.80154,-0.17177,0.60598,,,,
ship_mix_linear+log2,ship_mix,3,2004,linear+log2,linear+log2,1.76706,1.49717,0.718,1.40829,0.89299,-2.72961,-0.19076,0.59208,,,,
ship_mix_linear+log2,ship_mix,3,2005,linear+log2,linear+log2,1.76706,1.49717,0.72386,1.38504,0.89612,-2.62983,-0.1912,0.56626,,,,
ship_mix_linear+log2,ship_mix,3,2006,linear+log2,linear+log2,1.76706,1.49717,0.72116,1.38934,0.89233,-2.69754,-0.18853,0.58255,,,,
ship_mix_linear+log2,ship_mix,3,2007,linear+log2,linear+log2,1.76706,1.49717,0.72196,1.35191,0.90124,-2.68204,-0.17844,0.58181,,,,
ship_mix_linear+log2,ship_mix,3,2008,linear+log2,linear+log2,1.76706,1.49717,0.71701,1.36839,0.89439,-2.7004,-0.18505,0.58558,,,,
ship_mix_linear+log2,ship_mix,3,2009,linear+log2,linear+log2,1.76706,1.49717,0.72457,1.31129,0.89744,-2.72263,-0.16773,0.59131,,,,
ship_mix_linear+log2,ship_mix,3,2010,linear+log2,linear+log2,1.76706,1.49717,0.7182,1.40051,0.90399,-2.71018,-0.18701,0.58868,,,,
ship_mix_linear+log2,ship_mix,3,2011,linear+log2,linear+log2,1.76706,1.49717,0.7242,1.35766,0.8986,-2.68155,-0.17943,0.58259,,,,
ship_mix_linear+log2,ship_mix,3,2012,linear+log2,linear+log2,1.76706,1.49717,0.72447,1.3408,0.89709,-2.71509,-0.17871,0.58751,,,,
ship_mix_linear+log2,ship_mix,3,2013,linear+log2,linear+log2,1.76706,1.49717,0.71466,1.37323,0.90463,-2.72867,-0.17981,0.59483,,,,
ship_mix_linear+log2,ship_mix,3,2014,linear+log2,linear+log2,1.76706,1.49717,0.72806,1.33581,0.91087,-2.61125,-0.17711,0.5659,,,,
ship_mix_linear+log2,ship_mix,3,2015,linear+log2,linear+log2,1.76706,1.49717,0.7228,1.40398,0.90583,-2.72482,-0.19992,0.59247,,,,
ship_mix_linear+log2,ship_mix,3,2016,linear+log2,linear+log2,1.76706,1.49717,0.73541,1.41885,0.90212,-2.65985,-0.20303,0.57885,,,,
ship_mix_linear+log2,ship_mix,3,2017,linear+log2,linear+log2,1.76706,1.49717,0.71729,1.38944,0.8976,-2.72937,-0.18737,0.5867,,,,
ship_mix_linear+log2,ship_mix,3,2018,linear+log2,linear+log2,1.76706,1.49717,0.73017,1.4729,0.89423,-2.78993,-0.21169,0.59872,,,,
ship_mix_linear+log2,ship_mix,3,2019,linear+log2,linear+log2,1.76706,1.49717,0.73276,1.41455,0.89973,-2.6853,-0.19858,0.58146,,,,
ship_mix_linear+log2,ship_mix,3,2020,linear+log2,linear+log2,1.76706,1.49717,0.72017,1.3402,0.89244,-2.71228,-0.17023,0.58739,,,,
ship_mix_linear+log2,ship_mix,3,2021,linear+log2,linear+log2,1.76706,1.49717,0.71691,1.39239,0.90478,-2.61845,-0.1957,0.56511,,,,
ship_mix_linear+log2,ship_mix,3,2022,linear+log2,linear+log2,1.76706,1.49717,0.73662,1.56191,0.89402,-2.46619,-0.24303,0.52578,,,,
ship_mix_linear+log2,ship_mix,3,2023,linear+log2,linear+log2,1.76706,1.49717,0.72546,1.34365,0.90421,-2.66627,-0.17583,0.57631,,,,
ship_mix_linear+log2,ship_mix,3,2024,linear+log2,linear+log2,1.76706,1.49717,0.72219,1.19792,0.89332,-2.6353,-0.1435,0.56533,,,,
ship_mix_linear+log2,ship_mix,3,2025,linear+log2,linear+log2,1.76706,1.49717,0.7214,1.30973,0.90187,-2.6536,-0.17201,0.57032,,,,
ship_mix_linear+log2,ship_mix,3,-1,linear+log2,linear+log2,1.76706,1.49717,0.72365,1.37272,0.89938,-2.68104,-0.18623,0.57946,,,,
ship_mix_linear+log2&xlog,ship_mix,3,1998,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.10489,2.31593,1.27299,-2.56805,-0.41249,0.56201,0.44826,-0.23237,,
ship_mix_linear+log2&xlog,ship_mix,3,1999,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.10784,2.24163,1.28807,-2.55059,-0.39585,0.55431,0.45312,-0.24554,,
ship_mix_linear+log2&xlog,ship_mix,3,2000,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.12541,2.30839,1.32453,-2.52681,-0.41902,0.54926,0.44296,-0.27082,,
ship_mix_linear+log2&xlog,ship_mix,3,2001,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.10688,2.23254,1.33634,-2.55028,-0.3915,0.55808,0.44924,-0.27334,,
ship_mix_linear+log2&xlog,ship_mix,3,2002,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.13197,2.23138,1.32918,-2.44624,-0.39616,0.52474,0.43607,-0.27065,,
ship_mix_linear+log2&xlog,ship_mix,3,2003,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.10839,2.20921,1.28834,-2.66796,-0.39548,0.58149,0.45941,-0.2446,,
ship_mix_linear+log2&xlog,ship_mix,3,2004,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.12084,2.27181,1.29829,-2.5942,-0.40041,0.56705,0.44024,-0.25626,,
ship_mix_linear+log2&xlog,ship_mix,3,2005,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.15079,2.21998,1.36454,-2.48176,-0.39367,0.53967,0.42134,-0.29636,,
ship_mix_linear+log2&xlog,ship_mix,3,2006,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.13483,2.24986,1.3283,-2.55997,-0.39759,0.55807,0.43176,-0.27557,,
ship_mix_linear+log2&xlog,ship_mix,3,2007,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.11366,2.2611,1.33901,-2.5485,-0.39852,0.55868,0.44749,-0.2762,,
ship_mix_linear+log2&xlog,ship_mix,3,2008,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.07348,2.31351,1.32923,-2.56338,-0.41395,0.56147,0.47391,-0.27431,,
ship_mix_linear+log2&xlog,ship_mix,3,2009,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.11495,2.21075,1.35894,-2.58546,-0.38628,0.56787,0.44904,-0.2909,,
ship_mix_linear+log2&xlog,ship_mix,3,2010,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.08317,2.33632,1.28836,-2.59074,-0.41314,0.56767,0.46689,-0.24244,,
ship_mix_linear+log2&xlog,ship_mix,3,2011,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.06574,2.31515,1.33964,-2.54143,-0.41101,0.55793,0.48375,-0.27806,,
ship_mix_linear+log2&xlog,ship_mix,3,2012,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.07474,2.27602,1.32969,-2.57516,-0.40484,0.56259,0.47723,-0.27255,,
ship_mix_linear+log2&xlog,ship_mix,3,2013,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.08038,2.30389,1.3342,-2.59435,-0.40474,0.57151,0.4649,-0.27039,,
ship_mix_linear+log2&xlog,ship_mix,3,2014,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.16076,2.17019,1.37921,-2.46139,-0.37966,0.53896,0.41749,-0.29463,,
ship_mix_linear+log2&xlog,ship_mix,3,2015,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.08661,2.34091,1.25285,-2.61161,-0.4274,0.57248,0.46837,-0.21853,,
ship_mix_linear+log2&xlog,ship_mix,3,2016,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.16397,2.24184,1.3001,-2.53467,-0.4004,0.5566,0.41867,-0.25059,,
ship_mix_linear+log2&xlog,ship_mix,3,2017,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.10497,2.29395,1.37017,-2.57628,-0.40713,0.55908,0.45154,-0.29789,,
ship_mix_linear+log2&xlog,ship_mix,3,2018,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.1119,2.38357,1.29902,-2.66202,-0.43272,0.57631,0.45568,-0.25506,,
ship_mix_linear+log2&xlog,ship_mix,3,2019,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.15583,2.24935,1.3006,-2.56145,-0.39997,0.55961,0.42333,-0.25234,,
ship_mix_linear+log2&xlog,ship_mix,3,2020,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.11551,2.22576,1.31806,-2.58201,-0.38498,0.56484,0.44493,-0.26818,,
ship_mix_linear+log2&xlog,ship_mix,3,2021,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.11448,2.27508,1.33684,-2.48276,-0.40955,0.54128,0.44233,-0.2724,,
ship_mix_linear+log2&xlog,ship_mix,3,2022,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.11966,2.4767,1.28661,-2.34534,-0.46411,0.50449,0.45282,-0.2472,,
ship_mix_linear+log2&xlog,ship_mix,3,2023,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.14431,2.19152,1.32617,-2.53581,-0.38152,0.55345,0.42654,-0.26583,,
ship_mix_linear+log2&xlog,ship_mix,3,2024,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.13055,2.07689,1.35637,-2.49242,-0.35664,0.54039,0.43513,-0.29153,,
ship_mix_linear+log2&xlog,ship_mix,3,2025,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.11597,2.20784,1.37288,-2.50236,-0.39009,0.54354,0.44541,-0.2962,,
ship_mix_linear+log2&xlog,ship_mix,3,-1,linear+log2&xlog,linear+log2&xlog,1.76706,1.49717,0.11513,2.2649,1.32309,-2.54615,-0.40232,0.55547,0.44737,-0.26712,,
ship_mix_linear+log2&prior,ship_mix,3,1998,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04428,1.7317,0.81926,-2.66781,-0.28176,0.58736,-0.85944,0.44318,,
ship_mix_linear+log2&prior,ship_mix,3,1999,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04031,1.62922,0.81693,-2.64673,-0.25775,0.57796,-0.824,0.42582,,
ship_mix_linear+log2&prior,ship_mix,3,2000,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04608,1.71748,0.82091,-2.63588,-0.28711,0.57486,-0.82191,0.3904,,
ship_mix_linear+log2&prior,ship_mix,3,2001,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03475,1.62965,0.80816,-2.66699,-0.25642,0.58679,-0.8197,0.49761,,
ship_mix_linear+log2&prior,ship_mix,3,2002,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03239,1.63579,0.82332,-2.57473,-0.26008,0.55602,-0.80407,0.40213,,
ship_mix_linear+log2&prior,ship_mix,3,2003,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.0547,1.57661,0.81851,-2.77686,-0.25251,0.60858,-0.83592,0.42586,,
ship_mix_linear+log2&prior,ship_mix,3,2004,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.02072,1.66607,0.80962,-2.70789,-0.2621,0.59526,-0.78977,0.43381,,
ship_mix_linear+log2&prior,ship_mix,3,2005,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04426,1.69135,0.8114,-2.60509,-0.27791,0.56929,-0.82887,0.44284,,
ship_mix_linear+log2&prior,ship_mix,3,2006,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04417,1.69731,0.81669,-2.6684,-0.27622,0.58325,-0.83304,0.39254,,
ship_mix_linear+log2&prior,ship_mix,3,2007,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04012,1.64965,0.82549,-2.6537,-0.26246,0.58268,-0.81812,0.39382,,
ship_mix_linear+log2&prior,ship_mix,3,2008,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.02572,1.66716,0.81234,-2.67101,-0.26805,0.58657,-0.8008,0.42813,,
ship_mix_linear+log2&prior,ship_mix,3,2009,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03795,1.58877,0.81837,-2.69327,-0.24544,0.59218,-0.81175,0.41245,,
ship_mix_linear+log2&prior,ship_mix,3,2010,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03994,1.70757,0.82646,-2.68229,-0.27435,0.58982,-0.83051,0.40303,,
ship_mix_linear+log2&prior,ship_mix,3,2011,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04298,1.65832,0.80782,-2.65475,-0.2636,0.58516,-0.82874,0.47151,,
ship_mix_linear+log2&prior,ship_mix,3,2012,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03947,1.62371,0.81597,-2.68812,-0.2575,0.58913,-0.82111,0.42197,,
ship_mix_linear+log2&prior,ship_mix,3,2013,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.02651,1.66995,0.82278,-2.70724,-0.26175,0.59776,-0.8153,0.42699,,
ship_mix_linear+log2&prior,ship_mix,3,2014,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04447,1.62397,0.83708,-2.5883,-0.25656,0.56824,-0.82722,0.38884,,
ship_mix_linear+log2&prior,ship_mix,3,2015,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03631,1.70105,0.82999,-2.69703,-0.28206,0.59376,-0.81829,0.40099,,
ship_mix_linear+log2&prior,ship_mix,3,2016,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.02944,1.67986,0.82054,-2.63983,-0.27382,0.58234,-0.77139,0.42771,,
ship_mix_linear+log2&prior,ship_mix,3,2017,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03616,1.66199,0.81133,-2.70843,-0.26201,0.59014,-0.8307,0.45072,,
ship_mix_linear+log2&prior,ship_mix,3,2018,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04112,1.77039,0.80816,-2.75906,-0.29432,0.59898,-0.81255,0.45233,,
ship_mix_linear+log2&prior,ship_mix,3,2019,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04303,1.69752,0.8139,-2.65802,-0.27699,0.58324,-0.80778,0.45495,,
ship_mix_linear+log2&prior,ship_mix,3,2020,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03264,1.62262,0.8212,-2.68588,-0.24812,0.5887,-0.81646,0.37504,,
ship_mix_linear+log2&prior,ship_mix,3,2021,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03281,1.68323,0.82087,-2.59097,-0.27563,0.56699,-0.82374,0.43876,,
ship_mix_linear+log2&prior,ship_mix,3,2022,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04789,1.83831,0.81682,-2.44739,-0.31783,0.52948,-0.81671,0.40508,,
ship_mix_linear+log2&prior,ship_mix,3,2023,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.04551,1.63622,0.82734,-2.63603,-0.25714,0.57673,-0.83142,0.39534,,
ship_mix_linear+log2&prior,ship_mix,3,2024,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03798,1.4707,0.81207,-2.61003,-0.21835,0.56783,-0.82661,0.42435,,
ship_mix_linear+log2&prior,ship_mix,3,2025,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.02657,1.57455,0.82601,-2.62897,-0.24511,0.57215,-0.79651,0.39224,,
ship_mix_linear+log2&prior,ship_mix,3,-1,linear+log2&prior,linear+log2&prior,1.76706,1.49717,1.03812,1.66031,0.81854,-2.65548,-0.26605,0.58151,-0.81863,0.42206,,
ship_mix_linear+sat&prior,ship_mix,3,1998,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.06048,3.2932,0.80556,-2.99644,-0.86567,0.42663,,,,
ship_mix_linear+sat&prior,ship_mix,3,1999,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05947,3.18625,0.80408,-3.0338,-0.83246,0.41326,,,,
ship_mix_linear+sat&prior,ship_mix,3,2000,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05863,3.17612,0.80795,-3.02807,-0.82704,0.37973,,,,
ship_mix_linear+sat&prior,ship_mix,3,2001,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05491,3.21469,0.79428,-2.99333,-0.83032,0.48391,,,,
ship_mix_linear+sat&prior,ship_mix,3,2002,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05098,3.17581,0.81376,-3.0383,-0.8116,0.38449,,,,
ship_mix_linear+sat&prior,ship_mix,3,2003,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.07207,3.06337,0.80528,-3.16423,-0.84446,0.40699,,,,
ship_mix_linear+sat&prior,ship_mix,3,2004,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.04069,3.27733,0.79466,-3.06828,-0.7974,0.41886,,,,
ship_mix_linear+sat&prior,ship_mix,3,2005,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05924,3.17744,0.79793,-2.99247,-0.83542,0.42908,,,,
ship_mix_linear+sat&prior,ship_mix,3,2006,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.0608,3.22265,0.80352,-3.05626,-0.84103,0.38057,,,,
ship_mix_linear+sat&prior,ship_mix,3,2007,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.0586,3.23308,0.81181,-3.01109,-0.82798,0.37934,,,,
ship_mix_linear+sat&prior,ship_mix,3,2008,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.04364,3.21675,0.79901,-3.0189,-0.80979,0.41481,,,,
ship_mix_linear+sat&prior,ship_mix,3,2009,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.06007,3.16839,0.80418,-3.03769,-0.82157,0.40017,,,,
ship_mix_linear+sat&prior,ship_mix,3,2010,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05806,3.2899,0.81241,-3.02452,-0.8387,0.39151,,,,
ship_mix_linear+sat&prior,ship_mix,3,2011,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.06189,3.22593,0.79468,-2.97482,-0.83716,0.45715,,,,
ship_mix_linear+sat&prior,ship_mix,3,2012,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05807,3.17024,0.8034,-3.04898,-0.8297,0.40893,,,,
ship_mix_linear+sat&prior,ship_mix,3,2013,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.0476,3.29431,0.80828,-3.01996,-0.82528,0.41198,,,,
ship_mix_linear+sat&prior,ship_mix,3,2014,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.06394,3.17513,0.82383,-2.92816,-0.83551,0.37506,,,,
ship_mix_linear+sat&prior,ship_mix,3,2015,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.04942,3.18656,0.81594,-3.02869,-0.8244,0.38858,,,,
ship_mix_linear+sat&prior,ship_mix,3,2016,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.0449,3.18231,0.80779,-2.96213,-0.77645,0.41144,,,,
ship_mix_linear+sat&prior,ship_mix,3,2017,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05623,3.26928,0.79878,-3.11397,-0.83992,0.43766,,,,
ship_mix_linear+sat&prior,ship_mix,3,2018,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05427,3.31144,0.79484,-3.20914,-0.81862,0.44467,,,,
ship_mix_linear+sat&prior,ship_mix,3,2019,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05871,3.22191,0.8004,-3.0042,-0.81462,0.44303,,,,
ship_mix_linear+sat&prior,ship_mix,3,2020,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05607,3.26581,0.80829,-3.04379,-0.82648,0.36091,,,,
ship_mix_linear+sat&prior,ship_mix,3,2021,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.04718,3.18844,0.80813,-2.9452,-0.82937,0.42708,,,,
ship_mix_linear+sat&prior,ship_mix,3,2022,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05444,3.29428,0.80685,-2.84791,-0.81745,0.393,,,,
ship_mix_linear+sat&prior,ship_mix,3,2023,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.06574,3.21852,0.81431,-3.00604,-0.84123,0.38264,,,,
ship_mix_linear+sat&prior,ship_mix,3,2024,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.06215,3.04946,0.80074,-3.01677,-0.83835,0.40918,,,,
ship_mix_linear+sat&prior,ship_mix,3,2025,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.04606,3.13848,0.81413,-3.02761,-0.80492,0.37989,,,,
ship_mix_linear+sat&prior,ship_mix,3,-1,linear+sat&prior,linear+sat&prior,1.76706,1.49717,1.05587,3.21021,0.80553,-3.02272,-0.82653,0.40852,,,,
ship_mix_linear+log2&xlog&prior,ship_mix,3,1998,linear+log2&xlog&prior,linear+log2&xlog&prior,1.76706,1.49717,0.54681,2.39528,1.14802,-2.56004,-0.44047,0.56727,0.34725,-0.20459,-0.8002,0.42456
ship_mix_linear+log2&xlog&prior,ship_mix,3,1999,linear+log2&xlog&prior,linear+log2&xlog&prior,1.76706,1.49717,0.53787,2.30606,1.16705,-2.53764,-0.42074,0.55786,0.35121,-0.21834,-0.75967,0.40473
ship_mix_linear+log2&xlog&prior,ship_mix,3,2000,linear+log2&xlog&prior,linear+log2&xlog&prior,1.76706,1.49717,0.5564,2.37732,1.21681,-2.51121,-0.44609,0.55176,0.34129,-0.2471,-0.75779,0.36796
ship_mix_linear+log2&xlog&prior,ship_mix,3,2001,linear+log2&xlog&prior,linear+log2&xlog&prior,1.76706,1.49717,0.53387,2.31207,1.19554,-2.53993,-0.42103,0.56275,0.34993,-0.24161,-0.75559,0.47338
ship_mix_linear+log2&xlog&prior,ship_mix,3,2002,linear+log2&xlog&prior,linear+log2&xlog&prior,1.76706,1.49717,0.5586,2.27185,1.21786,-2.44659,-0.41398,0.53197,0.33095,-0.24665,-0.74072,0.38
ship_mix_linear+log2&xlog&prior,ship_mix,3,2003,linear+log2&xlog&prior,linear+log2&xlog&prior,1.76706,1.49717,0.53817,2.2852,1.17128,-2.65698,-0.42349,0.58602,0.36297,-0.22092,-0.77527,0.40832
ship_mix_linear+log2&xlog&prior,ship_mix,3,2004,linear+log2&xlog&prior,linear+log2&xlog&prior,1.76706,1.49717,0.53231,2.31802,1.18,-2.5864,-0.41965,0.57218,0.34234,-0.23197,-0.72722,0.41485
ship_mix_linear+log2&xlog&prior,ship_mix,3,2005,linear+log2&xlog&prior,linear+log2&xlog&prior,1.76706,1.49717,0.58801,2.30266,1.24426,-2.47046,-0.42523,0.5444,0.31884,-0.27109,-0.77062,0.41923
