window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,rating_off_raw,rating_def_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,203954,Joel Embiid,6396.0,6395.0,0.358,2.781,1.487,4.268,-0.249,0.918,0.669,-0.319,0.324,0.006,0.895,0.94,1.835,3.676,2.427,6.103,1.582,1.955,3.537,2.462,1.811,joel embiid,Joel Embiid,Philadelphia 76ers,3.3,0.8,4.1,1.887,1.847,0.04,17.0,19.0,2.0,1.545,1.907,-0.363,32.0,25.0,-7.0,1.494,0.702,0.792,33.0,106.0,73.0,3.022,3081.0,2.407,1.519,7.852,5.305,1.519,big,3000+
2024-2026,2025.0,1641730,Noah Clowney,6410.0,6439.0,0.359,-1.157,-0.243,-1.4,-0.966,-0.059,-1.025,-0.652,0.172,-0.481,-1.3,0.037,-1.263,-2.457,-0.205,-2.662,-1.213,0.001,-1.212,-1.81,-0.071,noah clowney,Noah Clowney,Brooklyn Nets,-1.9,-0.6,-2.5,-0.267,-0.863,0.596,285.0,388.5,103.5,-0.588,-0.751,0.163,327.0,379.5,52.5,0.127,-0.58,0.707,210.0,338.5,128.5,1.723,3197.0,1.363,0.923,4.662,1.869,2.567,wing,3000+
2024-2026,2025.0,1630692,Jordan Goodwin,6411.0,6394.0,0.359,-0.633,0.516,-0.117,-0.061,0.104,0.043,0.173,0.431,0.605,-0.289,0.708,0.419,-0.922,1.224,0.302,-0.318,1.059,0.74,-0.46,0.948,jordan goodwin,Jordan Goodwin,Phoenix Suns,-0.2,1.5,1.3,0.618,0.697,-0.079,122.0,111.0,-11.0,0.095,0.118,-0.023,189.0,179.5,-9.5,0.867,1.343,-0.476,90.0,45.5,-44.5,2.194,3177.0,2.992,0.487,5.008,3.943,2.04,big,3000+
2024-2026,2025.0,1630249,Vít Krejčí,6418.0,6430.0,0.359,-0.821,-0.292,-1.113,-0.572,0.067,-0.505,-0.087,-0.23,-0.317,-0.442,-0.177,-0.62,-1.263,-0.47,-1.733,-0.595,-0.467,-1.062,-0.908,-0.522,vit krejci,Vit Krejci,Portland Trail Blazers,-1.9,-0.4,-2.3,-0.199,-0.781,0.582,269.0,378.0,109.0,-0.116,-0.751,0.635,233.0,379.5,146.5,-0.201,-0.397,0.196,271.0,298.5,27.5,-0.529,3083.0,0.747,0.584,3.41,3.468,2.873,guard,3000+
2024-2026,2025.0,1629637,Jaxson Hayes,6518.0,6551.0,0.363,-1.772,0.397,-1.374,-0.862,-0.133,-0.995,-0.424,0.087,-0.337,-0.404,0.121,-0.284,-2.176,0.518,-1.658,-1.452,0.579,-0.872,-2.196,0.484,jaxson hayes,Jaxson Hayes,Los Angeles Lakers,-0.5,0.3,-0.2,-0.113,0.081,-0.195,258.0,198.0,-60.0,-0.77,-0.035,-0.735,367.0,207.5,-159.5,0.531,0.244,0.287,141.0,177.0,36.0,5.127,3183.0,2.782,1.493,5.712,1.697,0.034,big,3000+
2024-2026,2025.0,1629312,Haywood Highsmith,6527.0,6540.0,0.363,-0.799,0.1,-0.699,0.035,0.077,0.112,-0.384,1.276,0.892,-0.226,1.296,1.071,-1.025,1.397,0.372,-0.798,1.502,0.704,-1.183,1.376,haywood highsmith,Haywood Highsmith,Phoenix Suns,-1.7,0.5,-1.2,0.602,-0.329,0.931,129.0,280.0,151.0,-0.271,-0.649,0.378,269.0,352.0,83.0,1.177,0.427,0.75,59.0,154.0,95.0,1.605,3273.0,1.573,0.737,3.652,2.079,1.903,wing,3000+
2024-2026,2025.0,1642276,Kel'el Ware,6530.0,6540.0,0.363,-1.228,0.374,-0.854,-0.503,-0.938,-1.44,0.444,-0.521,-0.078,0.176,-0.485,-0.309,-1.052,-0.111,-1.163,-0.755,-0.074,-0.829,-0.784,-0.148,kelel ware,Kel'el Ware,Miami Heat,-0.1,0.1,0.0,-0.094,0.163,-0.257,255.0,185.0,-70.0,-0.239,0.169,-0.408,262.0,171.5,-90.5,0.074,0.061,0.013,221.0,210.0,-11.0,7.241,3129.0,3.831,1.783,9.595,1.335,1.461,big,3000+
2024-2026,2025.0,1641722,Jordan Hawkins,6564.0,6582.0,0.364,-1.907,-1.127,-3.035,-0.339,-0.542,-0.88,-0.486,-2.03,-2.516,-1.216,-2.211,-3.427,-3.124,-3.338,-6.461,-1.58,-3.182,-4.762,-2.394,-3.157,jordan hawkins,Jordan Hawkins,New Orleans Pelicans,-2.7,-1.7,-4.4,-1.878,-1.643,-0.235,465.0,464.5,-0.5,-0.868,-1.16,0.292,386.0,433.5,47.5,-2.101,-1.587,-0.515,471.0,454.0,-17.0,0.166,3171.0,0.84,0.454,3.633,2.021,3.02,wing,3000+
2024-2026,2025.0,1630188,Jalen Smith,6582.0,6590.0,0.365,-1.455,-0.584,-2.038,0.194,-0.696,-0.501,1.882,1.295,3.177,1.417,0.811,2.228,-0.038,0.227,0.189,0.312,0.815,1.127,0.427,0.712,jalen smith,Jalen Smith,Chicago Bulls,1.1,0.3,1.5,0.793,0.779,0.014,95.0,101.0,6.0,0.575,0.783,-0.207,114.0,86.5,-27.5,0.697,0.244,0.452,111.0,177.0,66.0,5.395,3106.0,3.466,1.437,8.693,2.237,2.492,big,3000+
2024-2026,2025.0,1642259,Alex Sarr,6606.0,6623.0,0.366,-0.906,1.254,0.348,0.51,0.455,0.965,-1.043,-0.233,-1.276,-1.261,-0.102,-1.363,-2.167,1.152,-1.015,-1.53,1.134,-0.396,-1.949,1.021,alex sarr,Alex Sarr,Washington Wizards,-1.5,-0.1,-1.6,0.103,-0.494,0.596,222.0,309.5,87.5,-0.83,-0.547,-0.283,379.0,329.0,-50.0,0.92,-0.122,1.042,83.0,243.0,160.0,4.449,3122.0,2.641,2.26,6.469,3.356,1.787,big,3000+
2024-2026,2025.0,1631133,Jabari Walker,6648.0,6616.0,0.367,-1.826,-0.569,-2.396,-0.238,-0.581,-0.82,0.028,-1.082,-1.054,-0.607,-1.307,-1.914,-2.433,-1.877,-4.31,-1.183,-1.619,-2.802,-1.799,-1.651,jabari walker,Jabari Walker,Philadelphia 76ers,-1.6,0.0,-1.6,-0.989,-0.494,-0.495,393.0,309.5,-83.5,-0.565,-0.598,0.033,323.0,341.5,18.5,-1.008,-0.03,-0.977,405.0,223.5,-181.5,4.495,3206.0,3.167,0.46,7.063,1.595,1.134,big,3000+
2024-2026,2025.0,1642274,Yves Missi,6671.0,6663.0,0.368,-1.684,0.62,-1.063,0.193,-0.374,-0.181,-0.389,-1.182,-1.571,-0.775,-1.126,-1.902,-2.459,-0.506,-2.965,-1.614,-0.496,-2.11,-2.072,-0.562,yves missi,Yves Missi,New Orleans Pelicans,-0.8,-0.6,-1.4,-0.675,-0.411,-0.263,350.0,292.0,-58.0,-0.894,-0.189,-0.705,391.0,249.5,-141.5,-0.221,-0.58,0.359,277.0,338.5,61.5,7.851,3255.0,4.844,2.201,6.061,2.024,0.0,big,3000+
2024-2026,2025.0,203083,Andre Drummond,6694.0,6722.0,0.369,-1.229,1.106,-0.124,-1.101,-1.329,-2.43,-0.414,-0.133,-0.546,-0.58,0.262,-0.318,-1.809,1.368,-0.441,-1.091,1.085,-0.006,-1.643,0.973,andre drummond,Andre Drummond,Philadelphia 76ers,-1.8,-0.1,-1.9,0.279,-0.617,0.896,187.0,341.5,154.5,-0.495,-0.7,0.205,316.0,364.5,48.5,0.885,-0.122,1.007,88.0,243.0,155.0,9.638,3333.0,6.2,1.242,10.542,1.631,0.378,big,3000+
2024-2026,2025.0,1642273,Kyshawn George,6724.0,6693.0,0.37,-0.948,0.351,-0.596,0.12,0.114,0.235,-0.664,-0.262,-0.926,-0.917,-0.09,-1.007,-1.864,0.261,-1.603,-1.305,0.176,-1.129,-1.612,0.089,kyshawn george,Kyshawn George,Washington Wizards,-1.2,0.2,-1.1,-0.23,-0.288,0.058,280.0,271.0,-9.0,-0.658,-0.393,-0.265,345.0,296.5,-48.5,0.249,0.153,0.096,190.0,191.5,1.5,0.448,3191.0,1.038,1.049,4.941,4.321,2.403,wing,3000+
2024-2026,2025.0,1631157,Ryan Rollins,6727.0,6701.0,0.37,0.479,0.305,0.785,0.021,0.057,0.078,0.344,-0.114,0.229,0.261,0.211,0.472,0.74,0.517,1.257,0.551,0.281,0.832,0.823,0.191,ryan rollins,Ryan Rollins,Milwaukee Bucks,0.0,0.4,0.4,0.659,0.328,0.332,112.0,156.5,44.5,0.758,0.22,0.537,90.0,163.5,73.5,0.323,0.336,-0.013,174.0,166.5,-7.5,-1.297,3269.0,0.848,0.562,4.207,5.859,2.599,guard,3000+
2024-2026,2025.0,1629048,Goga Bitadze,6740.0,6730.0,0.37,-1.123,1.197,0.073,0.525,-0.654,-0.129,0.37,0.344,0.714,0.108,0.751,0.86,-1.015,1.948,0.933,-0.498,1.668,1.17,-0.753,1.54,goga bitadze,Goga Bitadze,Orlando Magic,0.2,1.1,1.4,0.813,0.738,0.075,91.0,106.5,15.5,-0.042,0.323,-0.365,215.0,144.5,-70.5,1.293,0.977,0.317,45.0,72.5,27.5,7.365,3363.0,4.421,2.473,7.022,3.211,0.075,big,3000+
2024-2026,2025.0,1629684,Grant Williams,6765.0,6774.0,0.371,-1.386,-0.136,-1.521,0.161,0.243,0.404,0.63,-0.757,-0.127,0.468,-0.975,-0.508,-0.918,-1.111,-2.029,-0.496,-0.832,-1.328,-0.755,-0.893,grant williams,Grant Williams,Charlotte Hornets,-0.7,0.6,-0.1,-0.32,0.122,-0.442,293.0,191.5,-101.5,-0.041,-0.138,0.097,213.0,236.5,23.5,-0.456,0.519,-0.975,313.0,142.0,-171.0,1.325,3318.0,1.627,0.759,4.253,2.897,2.224,wing,3000+
2024-2026,2025.0,1642347,Jamal Shead,6865.0,6837.0,0.375,-0.999,-0.615,-1.613,0.105,0.232,0.336,0.404,0.287,0.691,-0.023,0.121,0.099,-1.021,-0.493,-1.515,-0.638,-0.247,-0.885,-0.595,-0.327,jamal shead,Jamal Shead,Toronto Raptors,-0.9,1.2,0.3,-0.119,0.287,-0.406,260.0,166.5,-93.5,-0.149,-0.24,0.091,241.0,264.5,23.5,-0.047,1.068,-1.115,242.0,65.5,-176.5,-3.271,3311.0,0.609,0.272,2.196,8.263,1.696,guard,3000+
2024-2026,2025.0,1631117,Walker Kessler,6979.0,6981.0,0.379,-1.457,1.475,0.018,-0.364,-0.167,-0.531,-0.071,0.017,-0.054,-0.235,0.259,0.025,-1.692,1.734,0.042,-0.995,1.614,0.618,-1.529,1.492,walker kessler,Walker Kessler,Utah Jazz,-0.2,1.1,0.9,0.563,0.533,0.03,137.0,128.5,-8.5,-0.422,0.118,-0.54,297.0,179.5,-117.5,1.255,0.977,0.279,50.0,72.5,22.5,9.558,3386.0,4.827,3.2,8.378,1.829,0.17,big,3000+
2024-2026,2025.0,1642271,Kyle Filipowski,7032.0,7025.0,0.38,-0.717,0.179,-0.539,-0.275,-0.265,-0.54,0.435,-1.085,-0.65,0.233,-1.238,-1.006,-0.485,-1.06,-1.544,-0.413,-0.832,-1.246,-0.282,-0.906,kyle filipowski,Kyle Filipowski,Utah Jazz,0.4,-0.7,-0.3,-0.283,0.04,-0.323,288.0,206.0,-82.0,0.022,0.425,-0.403,203.0,129.5,-73.5,-0.457,-0.671,0.215,314.0,358.0,44.0,3.344,3320.0,2.776,0.661,7.981,3.665,1.637,big,3000+
2024-2026,2025.0,1642270,Donovan Clingan,7052.0,7083.0,0.381,-1.47,1.426,-0.043,0.26,-0.256,0.004,0.622,1.315,1.937,0.346,1.8,2.147,-1.123,3.227,2.103,-0.805,2.885,2.08,-0.848,2.742,donovan clingan,Donovan Clingan,Portland Trail Blazers,1.9,1.4,3.4,1.226,1.559,-0.334,54.0,33.0,-21.0,-0.277,1.192,-1.468,271.0,52.5,-218.5,2.145,1.251,0.894,12.0,52.5,40.5,9.495,3419.0,5.939,2.527,9.003,2.517,1.032,big,3000+
2024-2026,2025.0,1630592,Jalen Wilson,7065.0,7100.0,0.382,-1.611,-0.863,-2.473,-0.309,-0.079,-0.389,0.202,-0.693,-0.491,-0.661,-0.969,-1.63,-2.272,-1.832,-4.104,-0.936,-1.492,-2.428,-1.409,-1.556,jalen wilson,Jalen Wilson,Brooklyn Nets,-2.1,-1.2,-3.3,-0.819,-1.191,0.372,369.0,432.5,63.5,-0.377,-0.853,0.477,288.0,397.0,109.0,-0.918,-1.129,0.211,386.0,418.0,32.0,0.635,3558.0,1.406,0.111,3.804,2.428,2.024,wing,3000+
2024-2026,2025.0,1631106,Tari Eason,7073.0,7076.0,0.382,-1.242,0.673,-0.569,0.393,-0.212,0.18,1.286,0.228,1.514,1.195,0.721,1.916,-0.047,1.394,1.347,0.056,1.009,1.065,0.044,0.901,tari eason,Tari Eason,Houston Rockets,0.1,1.5,1.6,0.765,0.82,-0.055,98.0,94.0,-4.0,0.38,0.271,0.109,149.0,153.5,4.5,0.832,1.343,-0.51,95.0,45.5,-49.5,4.206,3452.0,3.108,1.012,6.184,2.086,1.815,big,3000+
2024-2026,2025.0,1642268,Isaiah Collier,7092.0,7095.0,0.382,-0.838,-0.251,-1.089,-0.345,-0.54,-0.885,-0.638,-1.774,-2.412,-0.918,-1.833,-2.751,-1.757,-2.084,-3.841,-1.224,-1.967,-3.192,-1.476,-2.024,isaiah collier,Isaiah Collier,Utah Jazz,-1.9,-2.2,-4.1,-1.165,-1.52,0.355,414.0,458.0,44.0,-0.597,-0.751,0.154,328.0,379.5,51.5,-1.251,-2.045,0.794,428.0,470.0,42.0,-2.934,3356.0,0.569,0.386,3.561,9.322,0.74,guard,3000+
2024-2026,2025.0,1641783,Tristan da Silva,7127.0,7143.0,0.384,-1.013,-0.368,-1.381,0.0,0.084,0.084,-0.124,-0.066,-0.19,-0.465,0.019,-0.446,-1.477,-0.349,-1.827,-1.024,-0.348,-1.372,-1.137,-0.434,tristan da silva,Tristan da Silva,Orlando Magic,-1.2,0.4,-0.8,-0.34,-0.165,-0.175,299.0,244.0,-55.0,-0.444,-0.393,-0.05,303.0,296.5,-6.5,-0.117,0.336,-0.453,252.0,166.5,-85.5,0.968,3531.0,1.336,0.438,4.058,2.416,2.039,wing,3000+
2024-2026,2025.0,1642258,Zaccharie Risacher,7152.0,7130.0,0.384,-1.234,-0.248,-1.482,-0.172,-0.41,-0.582,-0.301,0.016,-0.285,-0.695,0.069,-0.626,-1.929,-0.179,-2.108,-1.257,-0.142,-1.398,-1.535,-0.232,zaccharie risacher,Zaccharie Risacher,Atlanta Hawks,-1.3,-0.7,-2.0,-0.352,-0.658,0.306,302.0,348.0,46.0,-0.621,-0.444,-0.177,335.0,308.5,-26.5,0.027,-0.671,0.698,227.0,358.0,131.0,1.826,3344.0,1.69,0.786,3.962,1.809,2.336,wing,3000+
2024-2026,2025.0,1630175,Cole Anthony,7176.0,7197.0,0.385,-0.874,-0.36,-1.235,-0.235,0.221,-0.015,-0.1,0.042,-0.058,-0.554,-0.092,-0.647,-1.429,-0.453,-1.881,-0.648,-0.229,-0.877,-0.974,-0.319,cole anthony,Cole Anthony,Phoenix Suns,-2.1,0.0,-2.1,-0.116,-0.699,0.583,259.0,359.0,100.0,-0.157,-0.853,0.696,246.0,397.0,151.0,-0.034,-0.03,-0.004,240.0,223.5,-16.5,-0.02,3579.0,1.267,0.805,4.788,5.512,1.931,wing,3000+
2024-2026,2025.0,1641767,Ben Sheppard,7244.0,7256.0,0.387,-1.29,-0.726,-2.016,0.21,-0.06,0.15,0.155,-0.574,-0.419,-0.165,-0.868,-1.033,-1.455,-1.594,-3.049,-0.728,-1.222,-1.951,-1.134,-1.3,ben sheppard,Ben Sheppard,Indiana Pacers,-1.1,-0.6,-1.7,-0.602,-0.535,-0.068,337.0,320.5,-16.5,-0.218,-0.342,0.124,259.0,287.0,28.0,-0.73,-0.58,-0.15,357.0,338.5,-18.5,0.265,3436.0,1.069,0.231,3.761,2.64,2.106,wing,3000+
2024-2026,2025.0,203078,Bradley Beal,7312.0,7322.0,0.39,1.429,0.14,1.569,0.069,-0.014,0.055,-1.145,0.018,-1.127,-0.109,0.174,0.065,1.32,0.314,1.634,0.193,0.257,0.45,0.284,0.158,bradley beal,Bradley Beal,Los Angeles Clippers,-0.4,-1.1,-1.5,0.486,-0.452,0.939,149.0,299.0,150.0,0.485,0.016,0.469,127.0,195.0,68.0,0.305,-1.038,1.343,177.0,405.0,228.0,-0.771,3588.0,0.903,0.552,3.251,4.716,2.107,guard,3000+
2024-2026,2025.0,1641716,Jarace Walker,7376.0,7411.0,0.392,-0.673,-0.293,-0.966,-0.445,-0.307,-0.752,-1.342,-0.683,-2.025,-1.674,-0.808,-2.482,-2.347,-1.101,-3.448,-1.34,-0.888,-2.228,-2.015,-0.976,jarace walker,Jarace Walker,Indiana Pacers,-2.0,-0.8,-2.8,-0.728,-0.986,0.258,359.0,401.5,42.5,-0.684,-0.802,0.118,350.0,389.5,39.5,-0.496,-0.763,0.267,319.0,372.5,53.5,0.662,3487.0,0.888,0.64,6.163,3.531,2.375,wing,3000+
2024-2026,2025.0,1630208,Nick Richards,7466.0,7483.0,0.395,-2.349,0.559,-1.79,-1.012,-0.878,-1.891,-0.474,-1.713,-2.187,-1.218,-1.791,-3.009,-3.567,-1.232,-4.799,-1.893,-1.064,-2.957,-2.823,-1.154,nick richards,Nick Richards,Chicago Bulls,-2.5,-2.7,-5.2,-1.059,-1.971,0.913,403.0,473.0,70.0,-1.106,-1.058,-0.049,424.0,423.0,-1.0,-0.619,-2.502,1.884,341.0,474.0,133.0,7.279,3718.0,3.844,1.559,8.24,1.152,0.048,big,3000+
2024-2026,2025.0,203937,Kyle Anderson,7510.0,7477.0,0.396,-0.48,0.537,0.057,-0.438,0.334,-0.105,-1.404,0.723,-0.681,-1.388,1.024,-0.364,-1.868,1.561,-0.307,-1.263,1.367,0.104,-1.885,1.26,kyle anderson,Kyle Anderson,Minnesota Timberwolves,-3.1,1.1,-2.0,0.329,-0.658,0.987,180.0,348.0,168.0,-0.626,-1.365,0.739,337.0,452.5,115.5,1.082,0.977,0.106,69.0,72.5,3.5,0.853,3639.0,1.533,1.049,4.689,5.955,0.396,wing,3000+
2024-2026,2025.0,1630560,Cam Thomas,7524.0,7476.0,0.396,0.598,-1.154,-0.556,1.062,-0.314,0.748,0.517,-1.507,-0.991,0.507,-2.054,-1.546,1.105,-3.207,-2.102,0.781,-2.576,-1.796,1.114,-2.661,cam thomas,Cam Thomas,Milwaukee Bucks,0.9,-2.7,-1.9,-0.532,-0.617,0.084,328.0,341.5,13.5,0.933,0.68,0.253,64.0,97.5,33.5,-1.677,-2.502,0.825,457.0,474.0,17.0,-1.276,3735.0,0.52,0.212,3.027,3.798,2.545,guard,3000+
2024-2026,2025.0,1629599,Amir Coffey,7541.0,7532.0,0.397,-1.48,-0.711,-2.191,-0.435,-0.086,-0.521,-0.318,-1.11,-1.428,-0.52,-1.202,-1.722,-2.0,-1.913,-3.913,-1.203,-1.731,-2.933,-1.798,-1.821,amir coffey,Amir Coffey,Phoenix Suns,-2.7,-0.3,-3.0,-1.048,-1.068,0.02,402.0,413.5,11.5,-0.58,-1.16,0.58,326.0,433.5,107.5,-1.086,-0.305,-0.781,414.0,280.0,-134.0,0.259,3698.0,0.779,0.253,2.784,1.752,1.83,wing,3000+
2024-2026,2025.0,1628436,Luke Kornet,7545.0,7579.0,0.397,-0.35,0.526,0.176,0.744,0.798,1.542,1.244,1.927,3.171,1.511,1.854,3.365,1.161,2.38,3.541,0.643,2.564,3.208,0.894,2.453,luke kornet,Luke Kornet,San Antonio Spurs,0.7,1.4,2.1,1.737,1.025,0.712,22.0,75.5,53.5,0.828,0.578,0.25,78.0,108.0,30.0,1.921,1.251,0.67,17.0,52.5,35.5,6.695,3779.0,4.658,1.877,5.468,2.953,0.01,big,3000+
2024-2026,2025.0,1629731,Dean Wade,7560.0,7576.0,0.398,-0.636,0.197,-0.439,1.374,0.277,1.651,1.056,1.18,2.236,1.155,1.223,2.378,0.519,1.419,1.939,0.328,1.483,1.811,0.42,1.377,dean wade,Dean Wade,Cleveland Cavaliers,-0.3,1.3,1.1,1.104,0.615,0.489,60.0,120.0,60.0,0.588,0.067,0.521,111.0,186.5,75.5,1.164,1.16,0.004,60.0,60.0,0.0,1.809,3689.0,1.376,0.664,5.592,2.02,2.245,wing,3000+
2024-2026,2025.0,204001,Kristaps Porziņģis,7585.0,7550.0,0.398,1.361,1.889,3.251,-1.122,-0.218,-1.341,-0.52,0.227,-0.294,0.49,1.023,1.513,1.851,2.913,4.764,0.593,2.224,2.817,0.841,2.116,kristaps porzingis,Kristaps Porzingis,Golden State Warriors,1.8,0.3,2.1,1.56,1.025,0.535,28.0,75.5,47.5,0.79,1.141,-0.351,87.0,57.5,-29.5,1.683,0.244,1.438,27.0,177.0,150.0,3.585,3667.0,2.013,2.081,6.43,2.778,2.621,big,3000+
2024-2026,2025.0,1630631,Jose Alvarado,7692.0,7677.0,0.402,-0.272,0.063,-0.209,-0.546,0.014,-0.531,0.505,0.591,1.096,0.265,0.768,1.033,-0.007,0.831,0.824,0.197,0.755,0.952,0.233,0.654,jose alvarado,Jose Alvarado,New York Knicks,-0.5,0.8,0.4,0.714,0.328,0.387,106.0,156.5,50.5,0.488,-0.035,0.523,125.0,207.5,82.5,0.654,0.702,-0.048,114.0,106.0,-8.0,-1.901,3766.0,0.746,0.354,3.413,5.831,2.772,guard,3000+
2024-2026,2025.0,1631200,Kris Murray,7695.0,7697.0,0.402,-1.086,-0.326,-1.412,0.814,0.283,1.097,-0.242,0.729,0.487,-0.892,0.76,-0.132,-1.978,0.434,-1.543,-0.872,0.504,-0.368,-1.327,0.403,kris murray,Kris Murray,Portland Trail Blazers,-2.2,1.7,-0.5,0.115,-0.042,0.157,221.0,222.0,1.0,-0.328,-0.904,0.576,280.0,404.0,124.0,0.479,1.526,-1.047,146.0,33.5,-112.5,2.52,3725.0,2.426,0.58,3.489,2.213,1.063,big,3000+
2024-2026,2025.0,204456,T.J. McConnell,7723.0,7785.0,0.403,1.271,-0.232,1.039,-0.225,-0.815,-1.04,0.487,-0.362,0.125,0.745,-0.42,0.325,2.016,-0.651,1.365,1.249,-0.493,0.756,1.758,-0.594,t j mcconnell,T.J. McConnell,Indiana Pacers,-0.8,-0.4,-1.3,0.625,-0.37,0.996,121.0,286.5,165.5,1.29,-0.189,1.479,43.0,249.5,206.5,-0.219,-0.397,0.178,276.0,298.5,22.5,-2.653,3674.0,0.999,0.382,3.978,10.073,0.48,guard,3000+
2024-2026,2025.0,1628997,Caleb Martin,7772.0,7780.0,0.404,-1.108,-0.068,-1.175,0.227,-0.032,0.195,-1.011,0.736,-0.275,-1.179,0.653,-0.526,-2.287,0.585,-1.701,-1.424,0.769,-0.655,-2.119,0.668,caleb martin,Caleb Martin,Dallas Mavericks,-3.7,0.7,-3.0,-0.015,-1.068,1.053,247.0,413.5,166.5,-0.749,-1.671,0.922,363.0,467.5,104.5,0.664,0.61,0.054,113.0,125.0,12.0,1.325,3835.0,1.455,0.629,4.187,2.995,1.295,wing,3000+
2024-2026,2025.0,1631093,Jaden Ivey,7832.0,7817.0,0.406,-0.73,-0.52,-1.25,-0.366,0.056,-0.31,-0.506,-0.212,-0.718,-1.06,-0.541,-1.6,-1.79,-1.061,-2.85,-0.808,-0.628,-1.436,-1.236,-0.732,jaden ivey,Jaden Ivey,Chicago Bulls,-2.3,-0.7,-3.1,-0.369,-1.109,0.74,305.0,419.5,114.5,-0.279,-0.956,0.676,272.0,411.5,139.5,-0.313,-0.671,0.358,290.0,358.0,68.0,-0.205,3789.0,1.425,0.627,3.126,4.589,2.252,guard,3000+
2024-2026,2025.0,1629622,Max Strus,7833.0,7834.0,0.406,-0.262,-0.332,-0.595,0.125,0.248,0.373,0.373,0.984,1.357,0.51,0.889,1.399,0.248,0.557,0.804,0.117,0.752,0.869,0.11,0.652,max strus,Max Strus,Cleveland Cavaliers,0.5,-0.4,0.1,0.676,0.204,0.472,109.0,179.5,70.5,0.427,0.476,-0.049,141.0,119.5,-21.5,0.652,-0.397,1.049,116.0,298.5,182.5,-0.393,3802.0,1.212,0.388,4.659,4.403,2.973,guard,3000+
2024-2026,2025.0,1630533,Ziaire Williams,7836.0,7859.0,0.406,-1.774,-0.149,-1.924,-0.858,-0.159,-1.018,-1.081,0.499,-0.583,-2.102,0.441,-1.661,-3.876,0.291,-3.585,-1.943,0.45,-1.493,-2.856,0.349,ziaire williams,Ziaire Williams,Brooklyn Nets,-2.3,0.9,-1.5,-0.395,-0.452,0.058,310.0,299.0,-11.0,-1.145,-0.956,-0.189,431.0,411.5,-19.5,0.441,0.794,-0.352,154.0,92.0,-62.0,1.102,3863.0,1.174,0.541,4.427,2.041,2.302,wing,3000+
2024-2026,2025.0,1630167,Obi Toppin,7886.0,7885.0,0.408,-0.252,-0.624,-0.876,0.594,-0.104,0.49,1.771,-0.85,0.921,1.911,-1.234,0.677,1.659,-1.858,-0.2,1.112,-1.366,-0.254,1.519,-1.474,obi toppin,Obi Toppin,Indiana Pacers,1.9,-0.9,1.1,0.167,0.615,-0.448,210.0,120.0,-90.0,1.186,1.192,-0.006,49.0,52.5,3.5,-0.83,-0.854,0.024,373.0,385.5,12.5,1.439,3701.0,1.498,0.7,5.739,3.025,2.422,wing,3000+
2024-2026,2025.0,1630241,Sam Merrill,7891.0,7882.0,0.408,0.105,-0.855,-0.75,-1.153,0.552,-0.601,0.354,0.855,1.209,0.752,0.698,1.45,0.857,-0.157,0.7,0.357,0.103,0.46,0.459,0.001,sam merrill,Sam Merrill,Cleveland Cavaliers,2.2,0.4,2.6,0.491,1.231,-0.74,148.0,52.0,-96.0,0.61,1.345,-0.735,106.0,42.0,-64.0,0.198,0.336,-0.138,194.0,166.5,-27.5,-1.272,3853.0,0.822,0.234,3.009,3.186,4.092,guard,3000+
2024-2026,2025.0,203114,Khris Middleton,7960.0,7942.0,0.41,1.01,0.203,1.213,0.144,-0.002,0.142,-0.059,-1.209,-1.268,0.653,-1.032,-0.378,1.664,-0.829,0.835,0.703,-0.897,-0.194,0.951,-1.005,khris middleton,Khris Middleton,Dallas Mavericks,-0.4,-1.5,-1.9,0.194,-0.617,0.811,201.0,341.5,140.5,0.874,0.016,0.858,73.0,195.0,122.0,-0.502,-1.404,0.902,324.0,448.0,124.0,-0.957,3773.0,0.992,0.305,4.971,5.897,1.994,guard,3000+
2024-2026,2025.0,1630540,Miles McBride,7988.0,8012.0,0.411,-0.474,-0.868,-1.341,0.215,0.395,0.61,1.011,1.091,2.103,0.964,0.827,1.791,0.49,-0.041,0.45,0.405,0.325,0.73,0.538,0.224,miles mcbride,Miles McBride,New York Knicks,1.5,1.3,2.7,0.613,1.272,-0.658,124.0,47.5,-76.5,0.646,0.987,-0.341,102.0,67.5,-34.5,0.353,1.16,-0.806,167.0,60.0,-107.0,-1.125,4005.0,0.917,0.297,2.328,3.658,3.02,guard,3000+
