window,window_mid,player_id,player_name,poss_off,poss_def,shrinkage,prior_off,prior_def,prior_total,boost_off,boost_def,boost_total,u_off,u_def,u_total,u_plain_off,u_plain_def,u_plain_total,rapm_mm_off,rapm_mm_def,rapm_mm_total,rating_off,rating_def,rating_total,rating_off_raw,rating_def_raw,key,player_name_con,team,adj_offense,adj_defense,adj_overall,z_ours_total,z_con_total,d_total,rk_ours_total,rk_con_total,dr_total,z_ours_off,z_con_off,d_off,rk_ours_off,rk_con_off,dr_off,z_ours_def,z_con_def,d_def,rk_ours_def,rk_con_def,dr_def,bigness,minutes,orb,blk,drb,ast,fg3m,archetype,mins_bucket
2024-2026,2025.0,1641824,Matas Buzelis,8041.0,8034.0,0.412,-1.389,-0.2,-1.589,-0.133,-0.271,-0.404,-0.374,0.177,-0.197,-0.874,0.049,-0.824,-2.262,-0.151,-2.413,-1.45,0.08,-1.369,-1.763,-0.023,matas buzelis,Matas Buzelis,Chicago Bulls,-0.1,-0.4,-0.4,-0.339,-0.001,-0.338,298.0,214.0,-84.0,-0.768,0.169,-0.938,366.0,171.5,-194.5,0.182,-0.397,0.579,195.0,298.5,103.5,2.633,3762.0,1.263,1.828,5.684,2.268,2.574,big,3000+
2024-2026,2025.0,1641729,Brice Sensabaugh,8048.0,8020.0,0.413,0.292,-1.029,-0.737,-0.151,-0.096,-0.247,-0.469,-2.284,-2.753,-0.512,-2.721,-3.233,-0.22,-3.75,-3.97,-0.073,-3.182,-3.255,-0.177,-3.313,brice sensabaugh,Brice Sensabaugh,Utah Jazz,0.4,-1.8,-1.4,-1.194,-0.411,-0.783,417.0,292.0,-125.0,0.282,0.425,-0.143,160.0,129.5,-30.5,-2.101,-1.678,-0.423,470.0,461.0,-9.0,-0.252,3782.0,1.085,0.247,4.084,2.932,3.36,guard,3000+
2024-2026,2025.0,203903,Jordan Clarkson,8086.0,8067.0,0.414,0.948,-0.9,0.048,0.018,0.026,0.043,-0.425,0.237,-0.188,0.004,-0.1,-0.096,0.952,-1.0,-0.048,0.398,-0.554,-0.156,0.523,-0.663,jordan clarkson,Jordan Clarkson,New York Knicks,-0.9,-1.2,-2.1,0.212,-0.699,0.91,196.0,359.0,163.0,0.641,-0.24,0.881,104.0,264.5,160.5,-0.262,-1.129,0.867,278.0,418.0,140.0,-0.957,3929.0,1.246,0.22,2.721,4.682,2.245,guard,3000+
2024-2026,2025.0,1630228,Jonathan Kuminga,8145.0,8148.0,0.416,-0.894,-0.44,-1.335,-0.182,0.172,-0.01,0.006,1.247,1.253,0.409,1.051,1.46,-0.485,0.611,0.126,-0.568,0.901,0.333,-0.888,0.807,jonathan kuminga,Jonathan Kuminga,Atlanta Hawks,-1.2,1.4,0.2,0.434,0.245,0.188,160.0,175.0,15.0,-0.096,-0.393,0.297,229.0,296.5,67.5,0.757,1.251,-0.495,105.0,52.5,-52.5,1.922,3925.0,1.807,0.624,5.292,3.21,1.229,wing,3000+
2024-2026,2025.0,1642377,Jaylen Wells,8166.0,8160.0,0.416,-0.689,-0.283,-0.972,0.09,0.016,0.106,1.446,0.226,1.672,1.369,0.016,1.385,0.68,-0.267,0.413,0.299,0.047,0.346,0.757,-0.057,jaylen wells,Jaylen Wells,Memphis Grizzlies,0.8,-0.4,0.3,0.439,0.287,0.153,157.0,166.5,9.5,0.566,0.629,-0.063,115.0,102.0,-13.0,0.158,-0.397,0.555,204.0,298.5,94.5,0.347,3864.0,1.379,0.158,3.168,2.292,2.488,wing,3000+
2024-2026,2025.0,1641711,Gradey Dick,8181.0,8169.0,0.417,-1.539,-0.877,-2.415,-0.546,-0.4,-0.946,-0.543,-1.709,-2.253,-1.203,-2.124,-3.326,-2.741,-3.0,-5.742,-1.401,-2.452,-3.853,-2.082,-2.586,gradey dick,Gradey Dick,Toronto Raptors,-1.9,0.2,-1.7,-1.465,-0.535,-0.931,440.0,320.5,-119.5,-0.731,-0.751,0.02,360.0,379.5,19.5,-1.591,0.153,-1.743,451.0,191.5,-259.5,0.257,3928.0,1.036,0.174,3.29,1.989,2.365,wing,3000+
2024-2026,2025.0,203991,Clint Capela,8290.0,8306.0,0.42,-0.887,1.005,0.118,-0.443,-0.128,-0.571,-0.057,1.451,1.394,-0.047,1.622,1.575,-0.934,2.627,1.693,-0.605,2.524,1.919,-0.944,2.456,clint capela,Clint Capela,Houston Rockets,-0.8,1.6,0.8,1.153,0.492,0.661,59.0,134.0,75.0,-0.124,-0.189,0.065,236.0,249.5,13.5,1.892,1.434,0.458,19.0,39.0,20.0,9.615,3989.0,6.038,2.004,8.312,1.832,0.009,big,3000+
2024-2026,2025.0,101108,Chris Paul,8303.0,8254.0,0.42,1.796,1.043,2.839,-1.097,-1.001,-2.099,-0.824,-1.411,-2.235,0.081,-0.834,-0.753,1.877,0.209,2.086,0.708,-0.26,0.448,0.972,-0.369,chris paul,Chris Paul,Toronto Raptors,-1.4,-1.4,-2.8,0.486,-0.986,1.472,150.0,401.5,251.5,0.878,-0.495,1.374,72.0,318.5,246.5,-0.056,-1.312,1.256,244.0,441.0,197.0,-3.413,4052.0,0.506,0.249,4.371,9.338,2.026,guard,3000+
2024-2026,2025.0,1631110,Jeremy Sochan,8413.0,8395.0,0.424,-1.132,-0.259,-1.391,-0.318,0.205,-0.112,-0.818,-0.319,-1.136,-1.237,-0.614,-1.851,-2.369,-0.873,-3.242,-1.317,-0.464,-1.781,-1.95,-0.577,jeremy sochan,Jeremy Sochan,New York Knicks,-2.6,-0.1,-2.7,-0.526,-0.945,0.42,324.0,395.0,71.0,-0.667,-1.109,0.442,348.0,428.5,80.5,-0.199,-0.122,-0.077,268.0,243.0,-25.0,2.8,4026.0,2.692,0.662,5.669,3.729,0.975,big,3000+
2024-2026,2025.0,1627936,Alex Caruso,8466.0,8423.0,0.425,0.433,1.383,1.816,-0.285,0.427,0.143,-0.278,2.614,2.336,0.24,3.307,3.547,0.673,4.689,5.363,0.153,4.025,4.178,0.155,3.997,alex caruso,Alex Caruso,Oklahoma City Thunder,-0.7,3.5,2.8,2.177,1.313,0.864,9.0,43.5,34.5,0.454,-0.138,0.592,136.0,236.5,100.5,2.943,3.174,-0.231,2.0,2.5,0.5,0.317,4101.0,1.124,1.027,4.029,4.337,2.186,wing,3000+
2024-2026,2025.0,201587,Nicolas Batum,8489.0,8494.0,0.426,0.023,0.672,0.695,1.352,-0.031,1.321,0.142,-0.182,-0.04,0.419,0.453,0.872,0.442,1.126,1.568,0.15,0.584,0.734,0.165,0.49,nicolas batum,Nicolas Batum,Los Angeles Clippers,-2.1,0.0,-2.1,0.615,-0.699,1.314,123.0,359.0,236.0,0.452,-0.853,1.305,137.0,397.0,260.0,0.534,-0.03,0.565,140.0,223.5,83.5,1.298,4184.0,1.205,0.835,4.388,2.375,2.177,wing,3000+
2024-2026,2025.0,1627751,Jakob Poeltl,8549.0,8537.0,0.427,-0.483,1.707,1.224,-0.085,-0.066,-0.151,0.61,1.416,2.026,0.451,1.91,2.361,-0.032,3.617,3.585,0.146,3.16,3.307,0.128,3.123,jakob poeltl,Jakob Poeltl,Toronto Raptors,0.1,0.8,0.9,1.782,0.533,1.249,19.0,128.5,109.5,0.449,0.271,0.178,138.0,153.5,15.5,2.338,0.702,1.636,6.0,106.0,100.0,6.007,4157.0,3.888,1.55,7.361,3.274,0.009,big,3000+
2024-2026,2025.0,1631323,Simone Fontecchio,8573.0,8587.0,0.428,-0.517,-0.669,-1.186,0.106,-0.009,0.098,0.502,0.491,0.993,0.162,0.246,0.408,-0.355,-0.423,-0.778,0.053,-0.071,-0.018,-0.015,-0.177,simone fontecchio,Simone Fontecchio,Miami Heat,0.1,-0.2,-0.1,0.274,0.122,0.152,188.0,191.5,3.5,0.378,0.271,0.107,150.0,153.5,3.5,0.076,-0.214,0.29,220.0,264.0,44.0,0.881,4057.0,1.526,0.39,4.437,2.369,2.955,wing,3000+
2024-2026,2025.0,1630191,Isaiah Stewart,8622.0,8659.0,0.43,-2.699,0.227,-2.472,0.144,0.216,0.36,0.25,0.006,0.256,-0.654,-0.02,-0.674,-3.353,0.207,-3.146,-1.664,0.33,-1.334,-2.449,0.233,isaiah stewart,Isaiah Stewart,Detroit Pistons,-1.9,0.2,-1.8,-0.323,-0.576,0.253,294.0,332.0,38.0,-0.932,-0.751,-0.181,397.0,379.5,-17.5,0.357,0.153,0.204,165.0,191.5,26.5,4.83,4171.0,2.589,2.002,5.99,2.261,1.07,big,3000+
2024-2026,2025.0,1628379,Luke Kennard,8652.0,8688.0,0.43,0.603,-0.769,-0.166,0.05,-0.036,0.015,0.886,-1.013,-0.126,1.024,-1.126,-0.102,1.627,-1.895,-0.268,1.109,-1.637,-0.529,1.489,-1.781,luke kennard,Luke Kennard,Los Angeles Lakers,-0.5,-1.4,-1.8,0.042,-0.576,0.618,233.0,332.0,99.0,1.183,-0.035,1.219,50.0,207.5,157.5,-1.02,-1.312,0.292,407.0,441.0,34.0,-1.585,4153.0,0.693,0.13,3.45,4.551,2.921,guard,3000+
2024-2026,2025.0,203992,Bogdan Bogdanović,8663.0,8651.0,0.431,0.977,-0.301,0.676,-0.224,-0.008,-0.232,0.247,0.44,0.687,0.555,0.423,0.979,1.533,0.122,1.655,0.91,0.238,1.148,1.225,0.139,bogdan bogdanovic,Bogdan Bogdanovic,Los Angeles Clippers,-0.5,-0.3,-0.9,0.803,-0.206,1.009,93.0,254.0,161.0,1.032,-0.035,1.067,57.0,207.5,150.5,0.292,-0.305,0.597,179.0,280.0,101.0,-1.098,4200.0,0.711,0.343,3.489,3.806,3.24,guard,3000+
2024-2026,2025.0,203994,Jusuf Nurkić,8723.0,8691.0,0.432,-0.353,1.763,1.41,0.139,1.126,1.265,-0.282,1.871,1.589,0.23,2.246,2.476,-0.123,4.009,3.886,-0.397,3.646,3.249,-0.635,3.635,jusuf nurkic,Jusuf Nurkic,Utah Jazz,-1.3,1.6,0.3,1.756,0.287,1.469,21.0,166.5,145.5,0.035,-0.444,0.479,197.0,308.5,111.5,2.678,1.434,1.243,4.0,39.0,35.0,5.002,4224.0,3.537,1.159,10.611,5.216,0.673,big,3000+
2024-2026,2025.0,1630163,LaMelo Ball,8727.0,8659.0,0.432,2.465,-0.406,2.06,1.163,-0.357,0.806,1.382,0.003,1.386,2.279,-0.29,1.989,4.744,-0.695,4.049,2.756,-0.29,2.466,3.847,-0.402,lamelo ball,LaMelo Ball,Charlotte Hornets,5.9,-0.9,5.0,1.401,2.216,-0.815,40.0,10.5,-29.5,2.441,3.237,-0.796,13.0,7.0,-6.0,-0.077,-0.854,0.777,245.0,385.5,140.5,-3.285,4231.0,1.2,0.289,4.688,8.815,4.433,guard,3000+
2024-2026,2025.0,1631222,Jake LaRavia,8728.0,8743.0,0.432,-0.815,0.26,-0.556,0.572,-0.002,0.57,1.012,-0.413,0.599,0.854,0.016,0.869,0.038,0.276,0.314,0.197,-0.047,0.15,0.197,-0.153,jake laravia,Jake LaRavia,Los Angeles Lakers,-0.4,-0.2,-0.6,0.35,-0.083,0.433,174.0,230.5,56.5,0.488,0.016,0.472,126.0,195.0,69.0,0.093,-0.214,0.306,215.0,264.0,49.0,1.789,4223.0,2.191,0.622,3.887,3.077,1.628,wing,3000+
2024-2026,2025.0,202685,Jonas Valančiūnas,8737.0,8726.0,0.433,-0.391,0.979,0.588,0.866,-0.286,0.58,1.058,0.571,1.628,1.044,0.97,2.014,0.653,1.948,2.601,0.529,1.612,2.141,0.666,1.549,jonas valanciunas,Jonas Valanciunas,Denver Nuggets,0.4,-1.3,-0.9,1.253,-0.206,1.46,48.0,254.0,206.0,0.741,0.425,0.316,92.0,129.5,37.5,1.254,-1.221,2.475,51.0,430.0,379.0,6.349,4321.0,4.007,1.258,9.964,3.458,0.442,big,3000+
2024-2026,2025.0,1627749,Dejounte Murray,8753.0,8748.0,0.433,0.531,0.223,0.754,-0.145,0.065,-0.079,0.477,-0.827,-0.351,0.535,-0.919,-0.384,1.066,-0.695,0.371,0.77,-0.486,0.283,1.007,-0.604,dejounte murray,Dejounte Murray,New Orleans Pelicans,0.5,-0.5,0.0,0.411,0.163,0.247,167.0,185.0,18.0,0.925,0.476,0.449,65.0,119.5,54.5,-0.215,-0.488,0.274,273.0,318.5,45.5,-1.84,4184.0,0.714,0.336,5.231,7.047,2.34,guard,3000+
2024-2026,2025.0,1630182,Josh Green,8757.0,8741.0,0.433,-1.332,-0.156,-1.488,0.412,0.251,0.663,0.467,0.419,0.885,0.127,0.345,0.472,-1.205,0.189,-1.016,-0.562,0.357,-0.204,-0.865,0.262,josh green,Josh Green,Charlotte Hornets,-1.0,0.9,-0.2,0.19,0.081,0.108,205.0,198.0,-7.0,-0.091,-0.291,0.2,228.0,279.0,51.0,0.376,0.794,-0.418,159.0,92.0,-67.0,0.274,4302.0,1.18,0.251,2.653,2.385,1.9,wing,3000+
2024-2026,2025.0,1642264,Stephon Castle,8759.0,8739.0,0.433,0.987,-0.381,0.606,0.792,0.085,0.877,0.356,0.278,0.634,1.024,0.191,1.215,2.011,-0.189,1.822,0.671,0.002,0.673,1.343,-0.102,stephon castle,Stephon Castle,San Antonio Spurs,1.5,0.9,2.4,0.587,1.149,-0.561,132.0,59.5,-72.5,0.849,0.987,-0.138,76.0,67.5,-8.5,0.127,0.794,-0.666,209.0,92.0,-117.0,-1.01,4198.0,1.604,0.352,4.048,7.152,1.509,guard,3000+
2024-2026,2025.0,1627827,Dorian Finney-Smith,8770.0,8788.0,0.434,-0.204,0.283,0.079,1.448,0.426,1.874,0.616,0.925,1.541,0.887,0.917,1.803,0.682,1.2,1.883,0.33,1.279,1.609,0.412,1.208,dorian finney smith,Dorian Finney-Smith,Houston Rockets,-1.6,0.6,-1.0,1.012,-0.247,1.259,68.0,262.5,194.5,0.589,-0.598,1.187,110.0,341.5,231.5,1.021,0.519,0.502,74.0,142.0,68.0,1.608,4371.0,1.845,0.552,3.566,1.919,2.248,wing,3000+
2024-2026,2025.0,201143,Al Horford,8822.0,8830.0,0.435,0.873,1.24,2.113,0.517,-0.063,0.454,-0.017,-0.577,-0.594,0.939,-0.172,0.767,1.812,1.069,2.88,0.642,0.746,1.388,0.856,0.663,al horford,Al Horford,Golden State Warriors,-0.5,-0.1,-0.6,0.912,-0.083,0.995,82.0,230.5,148.5,0.828,-0.035,0.863,79.0,207.5,128.5,0.648,-0.122,0.77,117.0,243.0,126.0,2.334,4372.0,1.688,1.35,6.554,3.392,2.437,big,3000+
2024-2026,2025.0,1630703,Scoot Henderson,8857.0,8823.0,0.436,-0.533,-0.887,-1.42,0.331,0.087,0.418,-0.045,-0.977,-1.022,-0.411,-1.194,-1.605,-0.944,-2.081,-3.025,-0.357,-1.71,-2.067,-0.578,-1.864,scoot henderson,Scoot Henderson,Portland Trail Blazers,-1.0,-0.4,-1.4,-0.655,-0.411,-0.244,345.0,292.0,-53.0,0.065,-0.291,0.356,193.0,279.0,86.0,-1.071,-0.397,-0.674,412.0,298.5,-113.5,-1.925,4272.0,1.037,0.295,2.941,6.598,2.098,guard,3000+
2024-2026,2025.0,1629655,Daniel Gafford,8879.0,8869.0,0.437,-1.135,1.148,0.014,-0.343,-0.561,-0.904,0.37,0.76,1.13,0.396,0.933,1.329,-0.739,2.082,1.343,-0.474,1.954,1.48,-0.764,1.908,daniel gafford,Daniel Gafford,Dallas Mavericks,0.4,0.2,0.6,0.954,0.41,0.544,75.0,145.5,70.5,-0.024,0.425,-0.449,212.0,129.5,-82.5,1.494,0.153,1.341,34.0,191.5,157.5,7.969,4235.0,4.148,2.754,7.14,2.151,0.0,big,3000+
2024-2026,2025.0,1630172,Patrick Williams,8932.0,8948.0,0.438,-1.626,-0.177,-1.803,-0.257,0.164,-0.093,-1.274,0.009,-1.264,-1.739,-0.131,-1.87,-3.364,-0.308,-3.672,-2.003,-0.062,-2.065,-2.899,-0.167,patrick williams,Patrick Williams,Chicago Bulls,-3.6,-0.2,-3.8,-0.654,-1.397,0.742,344.0,452.5,108.5,-1.191,-1.62,0.429,436.0,465.0,29.0,0.083,-0.214,0.296,216.0,264.0,48.0,1.07,4224.0,1.176,0.776,4.091,2.514,2.131,wing,3000+
2024-2026,2025.0,1631165,Keon Ellis,8950.0,8955.0,0.439,-0.589,0.936,0.348,-0.153,-0.026,-0.178,0.503,-0.178,0.324,0.661,0.452,1.114,0.073,1.389,1.461,-0.006,0.836,0.83,-0.086,0.758,keon ellis,Keon Ellis,Cleveland Cavaliers,-0.6,0.9,0.3,0.659,0.287,0.372,113.0,166.5,53.5,0.333,-0.086,0.419,154.0,221.5,67.5,0.711,0.794,-0.083,108.0,92.0,-16.0,0.915,4399.0,1.064,1.129,2.791,2.267,2.455,wing,3000+
2024-2026,2025.0,1630541,Moses Moody,8955.0,8972.0,0.439,-0.741,-0.298,-1.039,-0.563,-0.074,-0.638,-0.568,1.213,0.645,-0.144,1.205,1.061,-0.885,0.906,0.021,-0.883,0.987,0.104,-1.308,0.914,moses moody,Moses Moody,Golden State Warriors,0.5,1.8,2.3,0.329,1.108,-0.778,181.0,66.5,-114.5,-0.336,0.476,-0.812,282.0,119.5,-162.5,0.816,1.617,-0.801,97.0,28.0,-69.0,0.967,4354.0,1.389,0.736,3.448,2.075,2.886,wing,3000+
2024-2026,2025.0,1630534,Ochai Agbaji,9009.0,9030.0,0.44,-1.132,-0.344,-1.476,0.163,-0.032,0.131,-0.776,-0.263,-1.039,-1.418,-0.459,-1.878,-2.551,-0.803,-3.354,-1.311,-0.487,-1.799,-1.908,-0.607,ochai agbaji,Ochai Agbaji,Brooklyn Nets,-2.3,0.1,-2.2,-0.534,-0.74,0.206,329.0,370.0,41.0,-0.663,-0.956,0.293,346.0,411.5,65.5,-0.215,0.061,-0.276,275.0,210.0,-65.0,1.69,4358.0,1.495,0.752,3.453,1.883,1.627,wing,3000+
2024-2026,2025.0,1630180,Saddiq Bey,9015.0,8993.0,0.44,-0.431,-0.493,-0.924,0.267,-0.086,0.18,1.124,-1.399,-0.275,1.129,-1.629,-0.501,0.698,-2.123,-1.425,0.229,-1.732,-1.504,0.693,-1.893,saddiq bey,Saddiq Bey,New Orleans Pelicans,1.8,-0.9,0.9,-0.4,0.533,-0.933,311.0,128.5,-182.5,0.512,1.141,-0.628,122.0,57.5,-64.5,-1.087,-0.854,-0.232,415.0,385.5,-29.5,1.842,4306.0,2.408,0.15,4.373,2.291,2.207,wing,3000+
2024-2026,2025.0,1630598,Aaron Wiggins,9081.0,9109.0,0.442,-1.101,-0.468,-1.569,0.287,-0.02,0.267,1.534,0.528,2.062,1.227,0.508,1.735,0.126,0.041,0.166,0.379,0.158,0.537,0.433,0.06,aaron wiggins,Aaron Wiggins,Oklahoma City Thunder,-0.6,0.2,-0.3,0.526,0.04,0.486,143.0,206.0,63.0,0.627,-0.086,0.714,105.0,221.5,116.5,0.236,0.153,0.084,191.0,191.5,0.5,0.957,4389.0,1.493,0.533,4.085,2.699,2.362,wing,3000+
2024-2026,2025.0,1630173,Precious Achiuwa,9158.0,9221.0,0.444,-1.882,0.042,-1.841,-0.061,-0.452,-0.513,-0.276,0.391,0.114,-0.879,0.306,-0.573,-2.762,0.348,-2.414,-1.499,0.516,-0.983,-2.159,0.432,precious achiuwa,Precious Achiuwa,Sacramento Kings,-1.2,-0.1,-1.3,-0.164,-0.37,0.207,266.0,286.5,20.5,-0.806,-0.393,-0.413,376.0,296.5,-79.5,0.487,-0.122,0.609,145.0,243.0,98.0,5.751,4541.0,3.718,1.268,6.556,2.006,0.499,big,3000+
2024-2026,2025.0,1626156,D'Angelo Russell,9274.0,9270.0,0.447,0.884,-0.45,0.434,-0.126,0.13,0.004,0.101,0.281,0.383,0.542,0.277,0.819,1.426,-0.173,1.253,0.759,-0.065,0.694,0.985,-0.168,dangelo russell,D'Angelo Russell,Washington Wizards,0.2,-0.1,0.1,0.597,0.204,0.393,130.0,179.5,49.5,0.917,0.323,0.594,69.0,144.5,75.5,0.081,-0.122,0.203,217.0,243.0,26.0,-2.846,4458.0,0.452,0.493,3.254,7.131,3.004,guard,3000+
2024-2026,2025.0,1631260,AJ Green,9281.0,9284.0,0.448,-0.999,-0.692,-1.691,0.183,0.456,0.639,0.512,1.324,1.836,0.352,1.284,1.636,-0.647,0.592,-0.055,-0.294,0.705,0.411,-0.487,0.632,aj green,AJ Green,Milwaukee Bucks,0.7,-0.3,0.4,0.469,0.328,0.141,151.0,156.5,5.5,0.113,0.578,-0.465,186.0,108.0,-78.0,0.62,-0.305,0.925,121.0,280.0,159.0,-1.06,4547.0,0.443,0.15,3.127,2.296,3.61,guard,3000+
2024-2026,2025.0,1630174,Aaron Nesmith,9320.0,9306.0,0.449,-0.911,-0.219,-1.129,0.524,-0.257,0.268,1.649,-0.81,0.84,1.591,-0.884,0.707,0.68,-1.102,-0.422,0.608,-0.892,-0.284,0.739,-1.029,aaron nesmith,Aaron Nesmith,Indiana Pacers,0.7,-0.2,0.6,0.153,0.41,-0.256,214.0,145.5,-68.5,0.801,0.578,0.223,84.0,108.0,24.0,-0.499,-0.214,-0.285,320.0,264.0,-56.0,1.044,4450.0,1.197,0.72,3.98,2.006,2.662,wing,3000+
2024-2026,2025.0,1630529,Herbert Jones,9322.0,9289.0,0.449,-0.882,1.378,0.496,0.43,0.569,1.0,0.927,1.167,2.094,0.851,1.64,2.491,-0.031,3.018,2.987,0.094,2.542,2.636,0.045,2.545,herbert jones,Herbert Jones,New Orleans Pelicans,-0.4,2.0,1.6,1.478,0.82,0.658,35.0,94.0,59.0,0.409,0.016,0.393,147.0,195.0,48.0,1.905,1.801,0.105,18.0,23.0,5.0,0.507,4559.0,1.129,0.774,3.135,3.309,1.706,wing,3000+
2024-2026,2025.0,1630583,Santi Aldama,9374.0,9428.0,0.45,-0.554,-0.046,-0.6,0.178,-0.221,-0.044,0.431,-0.561,-0.13,0.222,-0.685,-0.463,-0.332,-0.731,-1.063,-0.026,-0.487,-0.512,-0.122,-0.607,santi aldama,Santi Aldama,Memphis Grizzlies,0.3,-0.4,-0.1,0.05,0.122,-0.072,231.0,191.5,-39.5,0.318,0.374,-0.056,157.0,138.0,-19.0,-0.215,-0.397,0.182,274.0,298.5,24.5,2.004,4476.0,1.874,0.917,6.611,3.635,2.381,big,3000+
2024-2026,2025.0,1628392,Isaiah Hartenstein,9412.0,9384.0,0.451,-0.265,1.263,0.999,0.375,0.486,0.861,1.138,1.819,2.957,1.479,2.295,3.773,1.214,3.558,4.772,0.681,3.052,3.734,0.873,3.083,isaiah hartenstein,Isaiah Hartenstein,Oklahoma City Thunder,1.2,2.4,3.7,1.976,1.682,0.293,13.0,27.0,14.0,0.858,0.834,0.024,75.0,82.0,7.0,2.262,2.167,0.095,8.0,12.0,4.0,6.14,4628.0,4.325,1.424,8.743,4.457,0.008,big,3000+
2024-2026,2025.0,1630171,Isaac Okoro,9524.0,9519.0,0.454,-1.168,-0.102,-1.27,0.476,0.157,0.633,0.905,0.277,1.181,0.55,0.187,0.737,-0.618,0.085,-0.533,-0.126,0.261,0.135,-0.263,0.175,isaac okoro,Isaac Okoro,Chicago Bulls,-0.4,-0.5,-0.9,0.344,-0.206,0.55,176.0,254.0,78.0,0.241,0.016,0.226,164.0,195.0,31.0,0.309,-0.488,0.797,176.0,318.5,142.5,0.977,4644.0,1.434,0.612,2.512,2.326,1.651,wing,3000+
2024-2026,2025.0,1630591,Jalen Suggs,9525.0,9504.0,0.454,-0.026,1.402,1.376,-0.79,0.735,-0.055,-0.296,1.572,1.276,-0.331,2.128,1.797,-0.357,3.53,3.173,-0.198,2.938,2.741,-0.322,2.973,jalen suggs,Jalen Suggs,Orlando Magic,-0.4,2.8,2.4,1.525,1.149,0.377,31.0,59.5,28.5,0.187,0.016,0.171,172.0,195.0,23.0,2.183,2.533,-0.35,9.0,7.0,-2.0,-0.716,4600.0,0.837,0.939,3.78,5.056,2.747,guard,3000+
2024-2026,2025.0,1630198,Isaiah Joe,9557.0,9537.0,0.455,0.012,-0.822,-0.81,-0.467,0.059,-0.408,0.965,0.457,1.422,1.218,0.226,1.444,1.23,-0.596,0.633,0.768,-0.255,0.512,0.977,-0.365,isaiah joe,Isaiah Joe,Oklahoma City Thunder,1.7,0.8,2.5,0.515,1.19,-0.675,144.0,54.5,-89.5,0.923,1.089,-0.166,67.0,62.0,-5.0,-0.053,0.702,-0.755,243.0,106.0,-137.0,-0.638,4556.0,0.838,0.332,3.564,2.465,4.109,guard,3000+
2024-2026,2025.0,203897,Zach LaVine,9677.0,9691.0,0.458,1.543,-0.539,1.005,-0.378,0.193,-0.185,-0.432,-1.688,-2.12,0.375,-1.995,-1.62,1.918,-2.533,-0.615,0.841,-2.03,-1.189,1.111,-2.226,zach lavine,Zach LaVine,Sacramento Kings,0.1,-1.8,-1.6,-0.257,-0.494,0.236,282.0,309.5,27.5,0.979,0.271,0.708,62.0,153.5,91.5,-1.295,-1.678,0.383,433.0,461.0,28.0,-1.415,4708.0,0.291,0.229,3.93,3.8,3.036,guard,3000+
2024-2026,2025.0,203932,Aaron Gordon,9690.0,9677.0,0.458,0.115,-0.174,-0.059,-0.51,0.674,0.165,0.312,0.525,0.837,1.293,0.461,1.754,1.408,0.287,1.694,0.356,0.426,0.782,0.428,0.351,aaron gordon,Aaron Gordon,Denver Nuggets,1.8,1.0,2.8,0.637,1.313,-0.676,118.0,43.5,-74.5,0.61,1.141,-0.531,107.0,57.5,-49.5,0.424,0.885,-0.461,155.0,82.0,-73.0,1.75,4746.0,2.314,0.523,4.718,3.937,1.335,wing,3000+
2024-2026,2025.0,1629611,Terance Mann,9697.0,9716.0,0.459,-1.02,-0.26,-1.281,0.749,0.046,0.795,0.547,-1.142,-0.595,0.528,-1.096,-0.568,-0.492,-1.357,-1.849,-0.298,-1.245,-1.542,-0.473,-1.402,terance mann,Terance Mann,Brooklyn Nets,-0.9,-0.9,-1.8,-0.417,-0.576,0.158,315.0,332.0,17.0,0.11,-0.24,0.35,187.0,264.5,77.5,-0.745,-0.854,0.109,358.0,385.5,27.5,0.811,4822.0,1.68,0.336,3.195,3.21,1.396,wing,3000+
2024-2026,2025.0,1631212,Peyton Watson,9744.0,9717.0,0.46,-1.958,-0.274,-2.232,0.315,-0.16,0.155,0.462,0.109,0.571,0.117,0.04,0.157,-1.84,-0.234,-2.075,-1.029,-0.067,-1.095,-1.496,-0.165,peyton watson,Peyton Watson,Denver Nuggets,-0.9,-0.1,-1.0,-0.214,-0.247,0.033,276.0,262.5,-13.5,-0.447,-0.24,-0.207,304.0,264.5,-39.5,0.079,-0.122,0.201,218.0,243.0,25.0,2.732,4742.0,1.154,1.837,4.578,2.209,1.321,big,3000+
2024-2026,2025.0,1629631,De'Andre Hunter,9745.0,9731.0,0.46,-0.81,-0.74,-1.551,-0.406,-0.182,-0.588,0.957,0.031,0.988,0.887,-0.424,0.463,0.076,-1.164,-1.088,0.173,-0.584,-0.411,0.146,-0.709,deandre hunter,De'Andre Hunter,Sacramento Kings,-0.1,-0.8,-0.9,0.096,-0.206,0.302,224.0,254.0,30.0,0.47,0.169,0.3,132.0,171.5,39.5,-0.283,-0.763,0.48,283.0,372.5,89.5,0.265,4601.0,0.822,0.274,4.382,2.105,2.731,wing,3000+
2024-2026,2025.0,1627747,Caris LeVert,9794.0,9807.0,0.461,-0.001,-0.255,-0.256,-0.011,0.012,0.001,0.178,0.222,0.4,0.198,0.266,0.464,0.197,0.011,0.209,0.176,0.059,0.235,0.178,-0.033,caris levert,Caris LeVert,Detroit Pistons,-1.8,0.2,-1.5,0.389,-0.452,0.841,168.0,299.0,131.0,0.472,-0.7,1.172,131.0,364.5,233.5,0.167,0.153,0.014,200.0,191.5,-8.5,-0.838,4703.0,0.788,0.827,3.804,5.511,2.097,guard,3000+
