component,side,n_tg,att,p,within,tau2,tau2_plain,tau2_half,tau2_mom,bias_exact,n_half,k_loo,k_plain,k_half,k_mom,k_source,k,at_floor,shrink_mean
rim,off,1980,49604.0,0.6172082896540602,0.22499414100877163,0.0005794897439561422,0.0005610165027393743,0.0005493646418695106,0.000556469737696063,-0.00016391415236220863,30,388.26250741341846,401.04727741546463,409.55337104169513,404.32412720287175,mom,404.32412720287175,False,0.06206216237497705
mid,off,1980,75164.0,0.3841865786812836,0.23018072933566294,0.0002597053631531808,0.00024094195173054365,0.00026288184732476327,0.00023368649894384721,-9.316822589319212e-05,30,886.3148859960066,955.3368671682568,875.6052640306445,984.9979796692205,mom,984.9979796692205,False,0.038590792318428616
fg2,off,1980,124768.0,0.4768289946140036,0.24515396722790492,0.0002736909093562928,0.00025260781182696396,0.00022288545725364088,0.0002500702216233684,-6.139033034272447e-05,30,895.7329558533555,970.4924224427195,1099.9101074096673,980.3405045048992,mom,980.3405045048992,False,0.0613183401533837
ft,off,1980,43076.0,0.7511143095923484,0.17658551034809217,0.0008700905691446043,0.000862935755096091,0.0008151825927250328,0.0008324360643954407,-0.00014341144306836924,30,202.95072330423642,204.63343801118629,216.62080609179026,212.13101870632906,mom,212.13101870632906,False,0.1014027148632135
tov,off,1980,183098.0,0.15748397033282724,0.13107774926599142,8.45546601153791e-05,8.262245248566658e-05,8.859192617829942e-05,8.310999663660755e-05,-2.31716198458149e-05,30,1550.2131885709105,1586.4664546084603,1479.567664012467,1577.1598432270357,mom,1577.1598432270357,False,0.05554727061012721
oreb,off,1980,92814.0,0.2944383390436788,0.20205722071545326,0.0005234590814405545,0.0005186038375151841,0.00047837907977494454,0.0005180287749923989,-7.950303886144606e-05,30,386.0038499272831,389.6176736438771,422.3788816402923,390.0501873055566,mom,390.0501873055566,False,0.10901055499551707
rim_share,off,1980,161137.0,0.3078374302612063,0.2075646780328915,0.0010183940079243952,0.001016897978233996,0.0009297360303961821,0.0010240690652896308,-6.846940204114473e-05,30,203.8156906047909,204.11553811264363,223.2511930772903,202.6862104014316,mom,202.6862104014316,False,0.2875801802774798
mid_share,off,1980,161137.0,0.46646021708235846,0.2408364272862066,0.002841326964653243,0.0028406719736135825,0.002790751873714861,0.002814051973502233,-7.914434313318721e-05,30,84.76195463678303,84.78149871695382,86.29804374747991,85.58350362892311,mom,85.58350362892311,False,0.4883751379342392
thr_share,off,1980,161137.0,0.2257023526564352,0.16980761487001553,0.0018963154009171037,0.0018946595770441257,0.0018052802536612505,0.0018756733509184332,-4.655023256897334e-05,30,89.54608225398184,89.62434039730441,94.06163642771382,90.53154952959605,mom,90.53154952959605,False,0.4743703040604226
ftr,off,1980,180434.0,0.2387354933105734,0.17585253628930672,0.00040935077690190647,0.0004099607959504321,0.00039944441614161156,0.00044954308684033706,-8.352499621527353e-05,30,429.5888665955717,428.9496411031675,440.2428202350017,391.18060412252265,mom,391.18060412252265,False,0.18967365035910572
fg3,def,1980,36369.0,0.34878605405702656,0.21430009109903098,0.0001234497808178488,7.216587139309573e-05,4.238530913925985e-05,7.597360771939327e-05,-0.00019540542144295725,30,1735.9292959396387,2969.5489981921505,5055.999247166826,2820.717582486583,mom,2820.717582486583,False,0.007103681423963477
rim,def,1980,49604.0,0.6172082896540602,0.22499414100877163,0.0005400053756100822,0.0005166794125831104,0.0005641004650421839,0.0005149782456274561,-0.0001655243933937342,30,416.65166898492424,435.46178835329584,398.8547341331236,436.90028252481983,mom,436.90028252481983,False,0.05771709682029093
mid,def,1980,75164.0,0.3841865786812836,0.23018072933566294,0.00010644510804531658,8.873690090211152e-05,5.640003941140928e-05,8.82112122053695e-05,-9.620640948125094e-05,30,2162.4359593647905,2593.9685406591175,4081.2157533545837,2609.427119080579,mom,2609.427119080579,False,0.014939176037936767
fg2,def,1980,124768.0,0.4768289946140036,0.24515396722790492,0.00024736929673490243,0.00022767188430524322,0.00021522716796753508,0.00022590066570738013,-6.186455075977927e-05,30,991.0444443338835,1076.7863057663421,1139.0474982455933,1085.2290605706514,mom,1085.2290605706514,False,0.05572702602532688
ft,def,1980,43076.0,0.7511143095923484,0.17658551034809217,-1.9682086735812643e-05,-2.1286893498554172e-05,1.2650366942935836e-05,5.560297732592077e-06,-0.00015728147353128512,30,1000000.0,1000000.0,13958.923969924865,31758.28325037772,mom,31758.28325037772,False,0.0007600721840306116
tov,def,1980,183098.0,0.15748397033282724,0.13107774926599142,0.00013724303210543848,0.00013598364745589836,0.00012486160563327943,0.00013512499513210102,-2.234565969985913e-05,30,955.077625837423,963.922881304548,1049.7842679595913,970.0481331218334,mom,970.0481331218334,False,0.08726922792191898
oreb,def,1980,92814.0,0.2944383390436788,0.20205722071545326,0.00016806328847114078,0.00016348563283743314,0.0001843720274589916,0.0001760357556774913,-8.435678881999457e-05,30,1202.2686367353201,1235.932584463706,1095.9212387052328,1147.8192026262832,mom,1147.8192026262832,False,0.039968530130028795
rim_share,def,1980,161137.0,0.3078374302612063,0.2075646780328915,0.0004460198915431169,0.00044540075345951335,0.000451696702039176,0.0004718150904283449,-7.731084826933149e-05,30,465.3708992995128,466.0177972773883,459.5222349329645,439.92801892887866,mom,439.92801892887866,False,0.15694581843826713
mid_share,def,1980,161137.0,0.46646021708235846,0.2408364272862066,0.0007405969959600186,0.0007378093293699214,0.000739900993517977,0.000778939671078054,-0.00011053656458958221,30,325.192282172325,326.4209568776766,325.4981806972734,309.1849551748835,mom,309.1849551748835,False,0.2093486947538695
thr_share,def,1980,161137.0,0.2257023526564352,0.16980761487001553,0.0002916188486778567,0.0002899966147244349,0.00028868877177417365,0.000319239927001428,-7.028101252089605e-05,30,582.2930021152279,585.5503348939875,588.2030458837771,531.9122093059993,mom,531.9122093059993,False,0.13344690145502727
ftr,def,1980,180434.0,0.2387354933105734,0.17585253628930672,0.0005220374975586772,0.0005242141635782677,0.0005148772620517009,0.0005587293689024409,-8.132379965201792e-05,30,336.8580554302822,335.4593380097619,341.5426340416809,314.7365183876921,mom,314.7365183876921,False,0.22532271344225863
fg3,off,2458,48766.0,0.3588360743140713,0.218217871848315,0.0002462352164549731,0.0002074829064081556,0.00020235398753563454,0.00019850833010417817,-0.0001427304982588385,30,886.2171503734463,1051.7390354029542,1078.3966973217507,1099.2882350770528,mom,1099.2882350770528,False,0.01926810455122991
rim,off,2458,62714.0,0.6164971138820678,0.22532428396244733,0.0008436916851190081,0.0008260791783845659,0.0008066859371957462,0.0008032692015501659,-0.00012581473160292185,30,267.06946143562374,272.7635435662219,279.32095202469276,280.5090541596911,mom,280.5090541596911,False,0.08843691436637408
mid,off,2458,88872.0,0.38887388603834727,0.2311891816224271,0.0003216869177389033,0.0003083461080925778,0.0003041379492390168,0.00029542489361131295,-7.49118445719703e-05,30,718.6775988511646,749.7716869285566,760.1457897670622,782.5649991655747,mom,782.5649991655747,False,0.04620400049398978
fg2,off,2458,151586.0,0.4830459277241962,0.2452971486675274,0.00045372333590875996,0.00043758438944822544,0.0004453149902226826,0.00042972157502505225,-4.836456792515027e-05,30,540.6315462620478,560.5710683071584,550.8396394760144,570.8280964325025,mom,570.8280964325025,False,0.09911281900784538
ft,off,2458,52790.0,0.7513733661678348,0.17648848313951696,0.0009547484707683054,0.0009544942948183269,0.000955710430301075,0.0009164184009330144,-0.00011507588455189079,30,184.85338132827079,184.90260664481895,184.66731924639376,192.58504953614235,mom,192.58504953614235,False,0.10932037882006869
tov,off,2458,227625.0,0.15617353102690829,0.13027311504928174,3.774208651230256e-05,3.6078676513688e-05,2.7166245226206014e-05,3.626672563350497e-05,-1.7961654256136917e-05,30,3451.6670138736868,3610.806372009157,4795.403780115086,3592.0837289189703,mom,3592.0837289189703,False,0.02527370286954793
oreb,off,2458,114249.0,0.29138110618036045,0.200791014509327,0.0007794160344308343,0.000777299375081555,0.0007040243558724536,0.0007653485028482133,-6.033414733928199e-05,30,257.61724886241774,258.31876487519344,285.2046421895435,262.35239732238506,mom,262.35239732238506,False,0.15313206719335726
rim_share,off,2458,200352.0,0.31301908640792203,0.20942069015792125,0.0013440094205239349,0.0013423427226410029,0.001316272393543303,0.001335841667195406,-5.247801170069109e-05,30,155.81787371422058,156.01134242818023,159.1013312937279,156.77059287842033,mom,156.77059287842033,False,0.34363741258799785
mid_share,off,2458,200352.0,0.443579300431241,0.23866737612248132,0.0028655040152335766,0.0028642615094280344,0.0027650460284110298,0.002830699509182332,-6.499376019168534e-05,30,83.28984180572742,83.32597262396649,86.31587816989602,84.3139214700405,mom,84.3139214700405,False,0.49293398652967196
thr_share,off,2458,200352.0,0.24340161316083692,0.17913595510492997,0.0016974331295200016,0.0016970123515387767,0.0016061405551123311,0.0016793542882751209,-4.0597596330144435e-05,30,105.53343869020975,105.55960594069767,111.53192946578791,106.66954338082051,mom,106.66954338082051,False,0.43464831610377996
ftr,off,2458,223993.0,0.23567700776363548,0.1744535627276252,0.0006439864507841236,0.0006416152138774628,0.0006248428900181845,0.0006601598955909205,-6.143508454216045e-05,30,270.896324783245,271.8974845894828,279.19588350048787,264.2595587716954,mom,264.2595587716954,False,0.2576811029452194
fg3,def,2458,48766.0,0.3588360743140713,0.218217871848315,8.379700297708169e-05,4.7754559566889796e-05,3.0262685144366052e-05,4.85486516816368e-05,-0.00014472663570758601,30,2604.125017549818,4569.57144673604,7210.7901465888335,4494.8286778241145,mom,4494.8286778241145,False,0.004787440620792688
rim,def,2458,62714.0,0.6164971138820678,0.22532428396244733,0.0006319962435466434,0.0006171071789528824,0.0006611144140661922,0.0006069308489018535,-0.00013050431451155347,30,356.52788487787535,365.1299023044607,340.82494522633016,371.25198755366677,mom,371.25198755366677,False,0.06838165246040868
mid,def,2458,88872.0,0.38887388603834727,0.2311891816224271,0.00011554124042830975,0.00010263361707969971,0.00010294818002388175,9.739983967201396e-05,-7.761778810230671e-05,30,2000.9234864141329,2252.56780575996,2245.6849802375937,2373.6094679512603,mom,2373.6094679512603,False,0.01574026768163974
fg2,def,2458,151586.0,0.4830459277241962,0.2452971486675274,0.0002590106327240445,0.00024054789541538162,0.00024228565217259448,0.00023784972302510595,-5.071781853010631e-05,30,947.0543586867813,1019.7434828683273,1012.4295288141439,1031.3114749418285,mom,1031.3114749418285,False,0.05743896641144676
ft,def,2458,52790.0,0.7513733661678348,0.17648848313951696,5.2029036523113357e-05,4.969754045754177e-05,6.0447509583135806e-05,6.914481441220192e-05,-0.00012946146749953796,30,3392.1151521057627,3551.2518630634613,2919.698170472772,2552.4471305598327,mom,2552.4471305598327,False,0.0092599459956591
tov,def,2458,227625.0,0.15617353102690829,0.13027311504928174,8.988344641683974e-05,8.813963309521123e-05,7.517786669009654e-05,8.716159062117633e-05,-1.7328243089244532e-05,30,1449.3560298648601,1478.0310567954893,1732.8652804994147,1494.616081703668,mom,1494.616081703668,False,0.05865227214121698
oreb,def,2458,114249.0,0.29138110618036045,0.200791014509327,5.7682438172675e-05,5.1973827976131096e-05,7.874694619098164e-05,6.553793111375055e-05,-6.955520452670272e-05,30,3480.973080719126,3863.3100991048796,2549.826046871164,3063.737458553966,mom,3063.737458553966,False,0.01529303000254503
rim_share,def,2458,200352.0,0.31301908640792203,0.20942069015792125,0.0003980812038805112,0.0003958595129569947,0.000406461060741506,0.0004176949193188823,-6.427883155139497e-05,30,526.0753035221964,529.0278073490992,515.2294042038751,501.37236646166264,mom,501.37236646166264,False,0.14089300752729944
mid_share,def,2458,200352.0,0.443579300431241,0.23866737612248132,0.0007879565249328739,0.0007825877880934286,0.0007923725588930165,0.0008116954423857977,-9.06868908595794e-05,30,302.89409195870724,304.9720168825177,301.2060090217049,294.03562427426203,mom,294.03562427426203,False,0.21841533176578126
thr_share,def,2458,200352.0,0.24340161316083692,0.17913595510492997,0.00041249891921794164,0.0004108730863255868,0.00039504117241823046,0.0004285311374793815,-5.607037295989251e-05,30,434.2701198940219,435.98853530887607,453.46148101058833,418.02319467053655,mom,418.02319467053655,False,0.16433984369819238
ftr,def,2458,223993.0,0.23567700776363548,0.1744535627276252,0.0002815466892323152,0.00027934338310926896,0.00028342798229415286,0.0003116373341303399,-6.589780321119886e-05,30,619.6256940662397,624.5129588746526,615.5128414475686,559.7967368526562,mom,559.7967368526562,False,0.14089971383547778
fg3,off,2460,52956.0,0.359713724601556,0.2198236266186914,0.000248073760457319,0.00021592213959137533,0.0002140766278312236,0.00020157612768753884,-0.00012517012592193238,30,886.1220397250034,1018.0689531638557,1026.8455218380902,1090.5241068993935,mom,1090.5241068993935,False,0.020792535672249205
rim,off,2460,63049.0,0.6192802423511872,0.22469582394990092,0.000847724604047426,0.0008296914784038006,0.0008051280215308203,0.0008073900934888083,-0.00012581876310919506,30,265.0575704386779,270.81852688445264,279.0808640875252,278.2989607650116,mom,278.2989607650116,False,0.08912465111226162
mid,off,2460,88100.0,0.3933711691259932,0.2316818549922305,0.00029349899624409845,0.00028084907456387586,0.00024820659918551756,0.00027275440168969046,-8.082980610241391e-05,30,789.3786962035958,824.9336600165195,933.4234293225381,849.415641166489,mom,849.415641166489,False,0.042188907618046105
fg2,off,2460,151149.0,0.48760494611277616,0.24527938281105122,0.00042404907658611014,0.00040660140972219284,0.0003869462615394337,0.00040095823352377457,-5.0534326547860774e-05,30,578.4221599672395,603.2428244128233,633.8848754739934,611.7329993586665,mom,611.7329993586665,False,0.0926627139763873
ft,off,2459,56555.0,0.7542569180443816,0.17552301328792383,0.0008191671359504351,0.0008160963146303383,0.0008297938379586701,0.0007890790365991854,-0.0001104125338938337,30,214.27008675619538,215.07634594261012,211.52605051842548,222.4403451958402,mom,222.4403451958402,False,0.10201608132795044
tov,off,2460,233870.0,0.15402146491640656,0.12878838070281073,5.475198939731794e-05,5.409960293257237e-05,4.895604753979787e-05,5.4536196454943683e-05,-1.775370618290835e-05,30,2352.2137208245354,2380.5790379520445,2630.6940035981197,2361.5211377862074,mom,2361.5211377862074,False,0.0388373816591708
oreb,off,2460,116456.0,0.28277632754001514,0.19739263096177107,0.0006171081615619422,0.0006142313605722938,0.0005568386151480219,0.0006068163902531174,-5.916310574429265e-05,30,319.8671533725256,321.3652763965938,354.48804301996745,325.2921874431143,mom,325.2921874431143,False,0.12913918942329905
rim_share,off,2460,204105.0,0.30890473040836824,0.2081698934642895,0.001191745182767662,0.0011893376908753332,0.0010577427891286801,0.0011856230453968096,-5.067181488113523e-05,30,174.67651346476933,175.03009873594422,196.80577887538263,175.578481096931,mom,175.578481096931,False,0.3220770100497915
mid_share,off,2460,204105.0,0.43164057715391585,0.23807485241500878,0.0018793255141090269,0.0018746185839952326,0.0017583789899091188,0.0018630257766947254,-6.568793439641609e-05,30,126.68100902566533,126.999089013413,135.3945047007833,127.78934966610483,mom,127.78934966610483,False,0.3948152126082204
thr_share,off,2460,204105.0,0.2594546924377159,0.18719467291215489,0.0013381035592451274,0.0013357121780909328,0.001210921012164717,0.0013265697170591984,-4.414566766877267e-05,30,139.89550481261568,140.14596556250834,154.5886734408169,141.1118243578911,mom,141.1118243578911,False,0.37142688382846534
ftr,off,2460,229327.0,0.24661291518225067,0.1796648011713073,0.0005933442795298573,0.0005925044126717935,0.0005633882925509257,0.0006172592570887811,-6.772600761005734e-05,30,302.80025841601883,303.22947361883894,318.9004875444178,291.0686216658325,mom,291.0686216658325,False,0.2434757903052077
fg3,def,2460,52956.0,0.359713724601556,0.2198236266186914,3.27418928803413e-05,2.78466761775031e-06,2.4366536269176205e-05,1.8451109655640502e-06,-0.00012943275838522202,30,6713.833785421632,78940.7056043132,9021.53774300574,119138.43162895698,mom,119138.43162895698,False,0.00019459354494590436
rim,def,2460,63049.0,0.6192802423511872,0.22469582394990092,0.0005745659752455195,0.0005571783097524896,0.0005118096222502266,0.0005494632382423576,-0.00012953333588376173,30,391.070536075314,403.2745353093798,439.02227348130214,408.936955761892,mom,408.936955761892,False,0.06252556450180177
mid,def,2460,88100.0,0.3933711691259932,0.2316818549922305,3.316688189422286e-05,2.014549344028776e-05,1.4221820229406122e-05,2.2432153082767062e-05,-8.413376469343583e-05,30,6985.337232819157,11500.430886885299,16290.590884645511,10328.114922245884,mom,10328.114922245884,False,0.0036152680118040153
fg2,def,2460,151149.0,0.48760494611277616,0.24527938281105122,0.0002576565205249002,0.00024103689432141792,0.0002334470669866913,0.0002396854195312852,-5.2324570747310215e-05,30,951.9626451190362,1017.6009921700038,1050.6852194679082,1023.3387716729087,mom,1023.3387716729087,False,0.05757021151311778
ft,def,2459,56555.0,0.7542569180443816,0.17552301328792383,6.005970669637821e-07,-1.3724069399638215e-06,2.214349679004465e-05,2.2645973261730635e-05,-0.00012343387152754178,30,292247.5365643243,1000000.0,7926.616782893841,7750.738343603879,mom,7750.738343603879,False,0.003280098531689784
tov,def,2460,233870.0,0.15402146491640656,0.12878838070281073,0.00011395380020843948,0.000112874752364106,9.558255448039027e-05,0.00011200800838610373,-1.7029066846397693e-05,30,1130.18065625926,1140.98483500873,1347.4046744506393,1149.8140406073755,mom,1149.8140406073755,False,0.07661856823492535
oreb,def,2460,116456.0,0.28277632754001514,0.19739263096177107,0.00014471486760013247,0.0001440969982190092,0.00015240693677939752,0.00015287304574274676,-6.491847451422513e-05,30,1364.0107214636348,1369.859423870574,1295.1682852040285,1291.2193251774509,mom,1291.2193251774509,False,0.03607947172170289
rim_share,def,2460,204105.0,0.30890473040836824,0.2081698934642895,0.0003291713095036497,0.00032869628711193754,0.0003195872297215206,0.00035037138474817915,-6.127951895386918e-05,30,632.4059462478195,633.3198810773217,651.3711253283898,594.1406819335617,mom,594.1406819335617,False,0.1232836132125946
mid_share,def,2460,204105.0,0.43164057715391585,0.23807485241500878,0.0009403812670117077,0.0009393000660561753,0.0009603212955897735,0.0009552964002953145,-7.698412970728272e-05,30,253.16843366260375,253.4598484748436,247.91166613544382,249.21569090118186,mom,249.21569090118186,False,0.25088243879860267
thr_share,def,2460,204105.0,0.2594546924377159,0.18719467291215489,0.0005235947195181723,0.0005244542909773682,0.0005309585727307237,0.0005375667303141821,-5.3865847681357176e-05,30,357.5182597036446,356.93229349558874,352.5598465232633,348.2259268588823,mom,348.2259268588823,False,0.19341231710674903
ftr,def,2460,229327.0,0.24661291518225067,0.1796648011713073,0.00037447870613766963,0.0003734992397438389,0.00033045799095866304,0.0004068999088164596,-7.052778269955355e-05,30,479.7730771513003,481.03123662187045,543.6842385021386,441.54544466204027,mom,441.54544466204027,False,0.17508685314944075
fg3,off,2460,54918.0,0.3503222986998798,0.2175954783440839,0.0002547541992493696,0.000224527373844871,0.00018182563828163261,0.00021006330507977806,-0.00011893602588452495,30,854.1389267977783,969.1267243628992,1196.7260525000706,1035.8566826388135,mom,1035.8566826388135,False,0.022806042355654723
rim,off,2460,63053.0,0.611422136932422,0.2265478737709626,0.0006138709997888927,0.00060132879110571,0.0005594410375070561,0.0005900615882154067,-0.00012802911568331762,30,369.0480147276404,376.7454296581932,404.9539783146588,383.9393688651014,mom,383.9393688651014,False,0.06604191116168022
mid,off,2460,86910.0,0.3935565527557243,0.2315937955434618,0.00035980196379409524,0.00034673420131179673,0.00031390069691323495,0.0003367628274402351,-8.190322734477421e-05,30,643.6701820671456,667.9289053899928,737.7931868927212,687.7059362632964,mom,687.7059362632964,False,0.05114256005254038
fg2,off,2460,149963.0,0.48515967271927074,0.2454600362288983,0.000295530760957885,0.0002796272340031196,0.00027119461840257653,0.000274555906695908,-4.935187117820873e-05,30,830.5735600358635,877.8116234063234,905.106589779461,894.0256983826773,mom,894.0256983826773,False,0.0649869232286786
ft,off,2460,54792.0,0.7497262374069207,0.17736444902694035,0.0006180974048874098,0.0006131535607037388,0.0005020040421917318,0.0005984747151663006,-0.00011945721880676641,30,286.95226290304254,289.26595292600547,353.3127905754971,296.36080611635424,mom,296.36080611635424,False,0.07644732995878857
tov,off,2460,232926.0,0.15103509269038234,0.12653542794495976,0.00015231602187052682,0.00015135314252368148,0.0001458747237020366,0.0001517779829530728,-1.873358278446062e-05,30,830.7427307451521,836.0277549252826,867.4253135410953,833.6876369221641,mom,833.6876369221641,False,0.10239981475276234
oreb,off,2460,117786.0,0.28018610021564533,0.19638554161957494,0.00025317503733416876,0.00025033554616754,0.0002240512783960745,0.00025464907614641813,-6.204347269633776e-05,30,775.6907777616452,784.4892370504252,876.5205136317389,771.2006836681284,mom,771.2006836681284,False,0.059583810352549484
rim_share,off,2460,204881.0,0.30775425734938816,0.2083280134363333,0.0007623529272191945,0.00076101146658954,0.0006578367358758817,0.0007640573299487509,-4.84094109020676e-05,30,273.2697757143052,273.7514775827909,316.68649997016877,272.660185656889,mom,272.660185656889,False,0.23524708083017906
mid_share,off,2460,204881.0,0.4241974609651456,0.23636369040417857,0.0028056729318333908,0.002805191782033347,0.002702684701920464,0.002772777914700536,-6.192483249252518e-05,30,84.2449195422521,84.25936933012474,87.45514792614325,85.24436419918116,mom,85.24436419918116,False,0.4953942491578928
thr_share,off,2460,204881.0,0.2680482816854662,0.19056092569745606,0.002240831779490138,0.0022406917975633777,0.002110487903500795,0.002214694160836137,-4.1489105311113225e-05,30,85.04026381704337,85.04557650663068,90.29235627522955,86.04390126061992,mom,86.04390126061992,False,0.4930657036589954
ftr,off,2460,229353.0,0.2388981177486233,0.1760719658905662,0.00043245798547671545,0.00043229743451410785,0.0004231962435836799,0.00045989119852616494,-6.500964756647007e-05,30,407.14236250366645,407.2935711230092,416.0527617153836,382.85569816259226,mom,382.85569816259226,False,0.19679239823076838
fg3,def,2460,54918.0,0.3503222986998798,0.2175954783440839,5.030547788759014e-05,2.146191523421587e-05,-3.9951310326493266e-05,1.7068156781233937e-05,-0.00012068673362389975,30,4325.48278003264,10138.67942210396,1000000.0,12748.621959186908,mom,12748.621959186908,False,0.0018955436870850184
rim,def,2460,63053.0,0.611422136932422,0.2265478737709626,0.00047357952428238553,0.00046202823247647884,0.00039080360606202446,0.00045812187028898923,-0.00013010904215106386,30,478.37345610380925,490.33339923117325,579.6975008849001,494.51442610249813,mom,494.51442610249813,False,0.05208229303428866
mid,def,2460,86910.0,0.3935565527557243,0.2315937955434618,4.090652439050978e-05,2.293105438968226e-05,2.1765661450757765e-05,2.5821335993836814e-05,-8.608307030307412e-05,30,5661.536857362319,10099.570286121101,10640.328853199126,8969.086479442425,mom,8969.086479442425,False,0.004124366836104461
fg2,def,2460,149963.0,0.48515967271927074,0.2454600362288983,0.0002076434506995297,0.0001901223790772033,0.0001644329775085053,0.0001876109146388732,-5.055671939624021e-05,30,1182.122698317565,1291.06335309019,1492.7664751202472,1308.3462478788997,mom,1308.3462478788997,False,0.04535630277833211
ft,def,2460,54792.0,0.7497262374069207,0.17736444902694035,-2.9552972658253156e-05,-2.8893451719840945e-05,-6.099010368438912e-05,9.457600542403137e-07,-0.000129157893183621,30,1000000.0,1000000.0,1000000.0,187536.41394741417,mom,187536.41394741417,False,0.0001317109627107938
tov,def,2460,232926.0,0.15103509269038234,0.12653542794495976,0.0001745312803426201,0.0001731944704962265,0.00015872241369240534,0.00017315029175267313,-1.8511072789420802e-05,30,725.0014306693889,730.5973890645467,797.2120950112184,730.7837986533815,mom,730.7837986533815,False,0.11515295501863604
oreb,def,2460,117786.0,0.28018610021564533,0.19638554161957494,0.00021229848347198058,0.0002085408413507505,0.00021151039011018804,0.0002144148089440019,-6.264365983670583e-05,30,925.0444864599993,941.7126177661706,928.491226919237,915.914076022913,mom,915.914076022913,False,0.05065525826038117
rim_share,def,2460,204881.0,0.30775425734938816,0.2083280134363333,0.0003336612150181161,0.0003325918269152558,0.00033619438345091615,0.00034782233086087474,-5.3584026151256474e-05,30,624.3698819625234,626.3774289601384,619.6653593612127,598.9495065504069,mom,598.9495065504069,False,0.12293432482899706
mid_share,def,2460,204881.0,0.4241974609651456,0.23636369040417857,0.0007943856977622272,0.0007900198387569521,0.000723645504495802,0.0008165693658631867,-8.650755333254765e-05,30,297.54273153458274,299.18703152579354,326.6291145812677,289.4594143319607,mom,289.4594143319607,False,0.22467683673394123
thr_share,def,2460,204881.0,0.2680482816854662,0.19056092569745606,0.00040969278462203387,0.0004085040820692084,0.00034527064244722205,0.0004318059033177341,-6.372262794153755e-05,30,465.13127116275655,466.4847526913364,551.9175460351661,441.31153426412595,mom,441.31153426412595,False,0.1597872809704285
ftr,def,2460,229353.0,0.2388981177486233,0.1760719658905662,0.00026925976163828477,0.00026808142505874535,0.0002827517891499563,0.0003021072933149285,-6.709095724053923e-05,30,653.9111704596093,656.7853996299189,622.7085827463576,582.8126953129259,mom,582.8126953129259,False,0.13868317920348516
fg3,off,2460,59182.0,0.3535872393633199,0.21926010291218473,0.00025719746929424433,0.0002230520173363894,0.00022873647837019705,0.00021049087683273676,-0.00011164831198479085,30,852.4971241507135,982.9998649217056,958.5707731205193,1041.660836856204,mom,1041.660836856204,False,0.024227816449898017
rim,off,2460,64431.0,0.6123605096925393,0.2266397080006399,0.0006333650611169117,0.0006214938133383544,0.0006245490237783455,0.0006089604327748189,-0.00012425603432764386,30,357.834244283969,364.6692905650091,362.88537708302476,372.1747683473002,mom,372.1747683473002,False,0.06937002121330044
mid,off,2460,84269.0,0.3988299374621747,0.2327160484181927,0.00027088647197285486,0.00025896919352193454,0.00028005794047212005,0.0002491536456398827,-8.245122080069565e-05,30,859.0906984883056,898.6244473842477,830.9567942472238,934.0262624715984,mom,934.0262624715984,False,0.03712704779488974
fg2,off,2460,148700.0,0.4913517148621385,0.24561788674161353,0.00028819234716258405,0.00027428192095663585,0.0002701679049649838,0.0002685834934146961,-4.901396999264512e-05,30,852.27067671942,895.4942632928617,909.1305156082394,914.4936035304917,mom,914.4936035304917,False,0.06309062997048862
ft,off,2460,55951.0,0.755607585208486,0.17389517921321507,0.0011640282499054725,0.001165145199250675,0.001115904100085408,0.0011258457873842328,-0.00011918598731677133,30,149.39085819208992,149.2476468383941,155.83344411039053,154.45736988299223,mom,154.45736988299223,False,0.13879094513673748
tov,off,2460,237804.0,0.1486728566382399,0.1250190008633185,9.600629089764387e-05,9.433918928287923e-05,9.118741764997292e-05,9.508038088711368e-05,-1.778541362972622e-05,30,1302.1959258545487,1325.2074966262942,1371.0115286213022,1314.8769461888264,mom,1314.8769461888264,False,0.06870049922772684
oreb,off,2460,118704.0,0.26652850788515975,0.19018619891068128,0.0005740163985241385,0.0005685212199077578,0.0005111261728649191,0.0005637412620898838,-5.822364133566268e-05,30,331.3253757204004,334.5278808441642,372.09246758910126,337.36434016844714,mom,337.36434016844714,False,0.12710612152466813
rim_share,off,2460,207882.0,0.309940254567495,0.20904765616505025,0.0007900637280963996,0.0007896193774410124,0.0007220074291584288,0.000793362583612187,-4.9591607855766826e-05,30,264.59594173337786,264.74484053637207,289.53671073539505,263.4957338336456,mom,263.4957338336456,False,0.24387474327273836
mid_share,off,2460,207882.0,0.40536939225137336,0.233218823321478,0.002481031035578922,0.0024777113652185824,0.0023157126715599445,0.002453341554880555,-6.552653277677224e-05,30,94.00076821975702,94.12671168859232,100.71146830335117,95.06170180728571,mom,95.06170180728571,False,0.4716061702762046
thr_share,off,2460,207882.0,0.2846903531811316,0.19780579053400651,0.0022799835894350994,0.0022803262867429567,0.0021796377819082763,0.0022547154353683365,-4.3358907319422896e-05,30,86.75755012035674,86.74451182007692,90.75168001576263,87.72982498418583,mom,87.72982498418583,False,0.4916058618307978
ftr,off,2460,232737.0,0.24040440497213594,0.17676453661153935,0.0004039591412996415,0.0004024221169379416,0.0003900587392642525,0.00043221359416373837,-6.64207780868528e-05,30,437.5802365626432,439.2515450108787,453.17414742446505,408.9749582114589,mom,408.9749582114589,False,0.18860862040275758
